price,description,charge_type,DateUpdated
321.78222222222223,S/TAP T8 LOCK SCREW 2.7X40MM,standard,2020-03-09
321.81935483870967,GUIDED BEAR DOPPLER NDL 18GA,standard,2020-03-09
770.0,OPTISEAL INTRO VLV 6X13CM,standard,2020-03-09
770.0,OPTISEAL INTRO VLV 7X13CM,standard,2020-03-09
173.6,OPTISEAL INTRO VLV 7X25CM,standard,2020-03-09
322.0,LEAD LOCKING DEVICE 518-027,standard,2020-03-09
770.0,OPTISEAL INTRO VLV 8X13CM,standard,2020-03-09
154.0,OPTISEAL INTRO VLV 9X13CM,standard,2020-03-09
173.6,OPTISEAL INTRO VLV 9X25CM,standard,2020-03-09
884.14,OPTISITE ART CANN BLNT TP 20F,standard,2020-03-09
322.0,PERC INTRO SHEATH 8F 100CM,standard,2020-03-09
322.0,LEAD TEST STIMULATION TL22 KIT,standard,2020-03-09
322.0,SCREW LCK LP SS 2.7X18MM,standard,2020-03-09
322.0,SCREW LCK LP SS 2.7X20MM,standard,2020-03-09
322.0,SCREW LOCK LP SS 2.7X14MM,standard,2020-03-09
322.0,SCREW LOCK LP SS 2.7X16MM,standard,2020-03-09
322.06,10H CURV MIDFACE PLATE,standard,2020-03-09
323.03478260869565,LNG FINE DIAMND BURR 7.5X1.5MM,standard,2020-03-09
323.2885714285714,T8 S/TAP LOCK SCREW 2.7X48MM,standard,2020-03-09
323.305,LOCK SCREW S/TAP 3.5X75MM,standard,2020-03-09
323.57,MRC SCREW 1/4-32IN,standard,2020-03-09
323.666,LNG FINE DIAMND BURR 7.5X1.0MM,standard,2020-03-09
323.76,GAP PLATE SCREW 6.5MMX50MM,standard,2020-03-09
323.76,GAP-II PLATE SCREW 6.5X55MM,standard,2020-03-09
323.76000000000005,GAP-II PLATE SCREW 6.5X60MM,standard,2020-03-09
323.95,POST PERONEAL SUPINE PAD,standard,2020-03-09
324.09299999999996,LNG FINE DIAMND BURR 7.5X2.0MM,standard,2020-03-09
324.102,T8 S/TAP LOCK SCREW 2.7X46MM,standard,2020-03-09
324.77375,MIDAS IRRIGATION TBG,standard,2020-03-09
324.79999999999995,ROTATOR DRIVE UNIT 3000 U RPM,standard,2020-03-09
324.8,PINNACLE GUIDE CATH 8FX65CM,standard,2020-03-09
325.08,FLUTED BALL BUR 4MMX10CM,standard,2020-03-09
325.08,FLUTED BALL BUR 10CMX5MM,standard,2020-03-09
326.0,SCREW LOCK S/TAP 5.0X48,standard,2020-03-09
326.0,S/TAP LOCK SCREW 2.7X28MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X26MM,standard,2020-03-09
326.0,S/TAP T8 LOCK SCREW 2.7X30MM,standard,2020-03-09
326.0,S/TAP T8 LOCK SCREW 2.7X36MM,standard,2020-03-09
326.0,S/TAP T8 LOCK SCREW 2.7X38MM,standard,2020-03-09
326.0,LOCK SCREW VA S/TAP SS2.7X56MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X10MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X22MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X42MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X44MM,standard,2020-03-09
326.0,T8 S/TAP LOCK SCREW 2.7X52MM,standard,2020-03-09
326.2376,DURAFORM ABSORB SPNG 2X2CM,standard,2020-03-09
327.15,DRILL BIT 1.5X21MM,standard,2020-03-09
328.08,LOCK SCREW S/TAP 3.5X65MM,standard,2020-03-09
328.78,SCREW S/TAP FLUTE 2.4 X 12 MM,standard,2020-03-09
10152.8,OPTISURE ICD LEAD 58CM,standard,2020-03-09
490.0,OPTITORQUE     5FR     JACKAY RADIAL,standard,2020-03-09
98.0,OPTITORQUE DX CATH 5FRX110CM,standard,2020-03-09
329.45,PLATE LCP TUB 1/3 3H X 33MM,standard,2020-03-09
329.73,Cath Peritoneal 120cm,standard,2020-03-09
329.73,6H CRVD MNDBL PLATE W/12MM BAR,standard,2020-03-09
330.12,FLUTED ACORN BUR 6MMX9CM,standard,2020-03-09
330.23,GAP PLATE SCREW 6.5X20MM,standard,2020-03-09
330.23,GAP PLATE SCREW 6.5X40MM,standard,2020-03-09
330.4,ST GUIDING SHEATH 6FX65CM,standard,2020-03-09
330.4,ST GUIDING SHEATH 7FX65CM,standard,2020-03-09
330.9,CATH FOLEY 20F 30CC 2WAY 30ML,standard,2020-03-09
332.5,DIL EXTERNAL ACCESS SYS 18F,standard,2020-03-09
332.5,SET TUBING METRIQ,standard,2020-03-09
333.06,LNG FINE DIAMND BURR 7.5X3.0MM,standard,2020-03-09
333.06,BURR CUTT BALL DMND 4MMX7.5CM,standard,2020-03-09
333.06,BURR CUTT BALL DMND 5MMX7.5CM,standard,2020-03-09
333.06,FINE DIAMOND BURR 7.5X2MM,standard,2020-03-09
333.06,FINE DIAMOND BURR 7.5X3MM,standard,2020-03-09
333.13,BLUNT TIP TROCAR 10MM,standard,2020-03-09
333.3333333333333,OTW DIL BALL CATH 2.00X12MM,standard,2020-03-09
334.25,OTW DIL BALL CATH 1.50X12MM,standard,2020-03-09
335.5254545454545,STL BALL TP REAM ROD 2.5X650MM,standard,2020-03-09
336.0,SWARTZ CRV SL1 INTRO 8F 63CM,standard,2020-03-09
336.0,SR0 INTRO SHEATH 8F .038X60CM,standard,2020-03-09
336.0,DISTAL CEMENT SPACER UNIV SZ15,standard,2020-03-09
336.0,SPRINTER BALL CATH 1.50X6MM,standard,2020-03-09
336.0,SPRINTR OTW BALL CATH 2.0X6MM,standard,2020-03-09
336.0,SPRINTR OTW BALL CATH 2.0X12MM,standard,2020-03-09
336.0,SPRINTER BALL CATH 2.50X20MM,standard,2020-03-09
336.0,SR0 EP INTRO 8.5FX60CM,standard,2020-03-09
336.0,CATH BALL DIL OTW 3.5X11MM,standard,2020-03-09
336.0,CATH BALL DIL OTW 2.25X21MM,standard,2020-03-09
336.0,DIL OTW BALL CATH 2.25X11MM,standard,2020-03-09
336.0,SINGLE-INNER SET SCREW,standard,2020-03-09
336.0,MICRO-TARG ELECTRODE CABLE,standard,2020-03-09
336.0,VIPERWIRE GUIDEWIRE .017X335CM,standard,2020-03-09
336.0,HEMOSTAR DIAL CATH 14.5F 27CM,standard,2020-03-09
336.0,HEMOSTAR CATH 14.5F X 19CM,standard,2020-03-09
336.0,HEMOSTAR ST CATH 14.5F 23CM,standard,2020-03-09
336.0,PASV SGL PICC CATH 4F 70CM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2X6MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2X8MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2X12MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2X15MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2X20MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.25X6,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.25X8,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 2.25X12,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 2.25X15,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 2.25X20,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X6,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X8,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X12,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X15,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X20,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.5X27,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.75X6,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 2.75X8,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX2.75X12,standard,2020-03-09
336.0,CATH BALL NCEUPHORA RX 2.75X15,standard,2020-03-09
336.0,CATH BALL NCEUPHORA RX 2.75X20,standard,2020-03-09
336.0,CATH BALL NCEUPHORA RX 2.75X27,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3X6MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3X8MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3X12MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3X20MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3X27MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.25X6,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.25X8,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.25X12,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.25X15,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.25X20,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.5X6MM,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.5X8MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.5X12,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.5X15,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.5X20,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.75X6,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 3.75X8,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.75X12,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.75X15,standard,2020-03-09
336.0,CATH BAL NC EUPHORA RX 3.75X20,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4X6MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4X8MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4X12MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4X15MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4X20MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 4.5X8,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 5X12MM,standard,2020-03-09
336.0,CATH BALL NC EUPHORA RX 5X15MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 1.5X6MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 1.5X12MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2X6MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2X10MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2X12MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2X15MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2X20MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2.25X6MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2.25X20MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2.5X12MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2.5X15MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 2.5X20MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 3.25X10MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 3.25X25MM,standard,2020-03-09
336.0,CATH BALL EUPHORA RX 4X12MM,standard,2020-03-09
336.0,PIGAZZI PNK XL POSITION PAD,standard,2020-03-09
336.0,PUSHABLE COIL (ALL SIZES),standard,2020-03-09
336.87465069860275,PBDS GENERAL MAJOR PACK,standard,2020-03-09
338.8,ACCESS SHEATH 11/13FX46CM,standard,2020-03-09
338.87,LP GASTRO FEED TUBE 14F 2.0CM,standard,2020-03-09
338.87,LP GASTRO FEED TUBE 14F 1.5CM,standard,2020-03-09
338.87,LP FEED TUBE KIT 12F 1.7CM,standard,2020-03-09
338.87,LP GASTRO FEED TUBE 16F 1.7CM,standard,2020-03-09
338.87,LP GASTRO FEED TUBE 16F 2.0CM,standard,2020-03-09
341.5,FIBERGLASS SPLINTING 5INX15FT,standard,2020-03-09
342.24,DECA STEER CATH LG-CURV 6FX110,standard,2020-03-09
342.72,SCREW VA-LCK S/TAP SS 1.5X16MM,standard,2020-03-09
342.72,SCREW VA-LCK S/TAP SS 1.5X8MM,standard,2020-03-09
343.0,ELEC SUBDERMAL ENT ZCHAN PR,standard,2020-03-09
344.40000000000003,WIRE KIRSCHNER DRILL TP 2X234,standard,2020-03-09
344.86,MATCH HEAD BUR 3MMX14CM,standard,2020-03-09
345.66,SKIN LEVEL KIT 20FX3.0CM,standard,2020-03-09
345.66,MIC-G FEED TUBE 14FX2.7CM,standard,2020-03-09
345.66,LP FEED TUBE KIT 12F 1.5CM,standard,2020-03-09
346.97999999999996,ACCESS SHEATH 12/14FX46CM,standard,2020-03-09
347.03200000000004,HEMOSTASIS CLIP 7F 16X230MM,standard,2020-03-09
347.2,LENS IOL MA30AC 29.0,standard,2020-03-09
347.2,LENS IOL MA60AC 18.0,standard,2020-03-09
347.2,LENS IOL MA60AC 19.0,standard,2020-03-09
347.2,LENS IOL MA60AC 20.0,standard,2020-03-09
347.2,LENS IOL MA60AC 21.5,standard,2020-03-09
347.2,LENS IOL MA60AC 14.0,standard,2020-03-09
347.2,LENS IOL MA60AC 15.0,standard,2020-03-09
347.2,LENS IOL MA60AC 16.0,standard,2020-03-09
347.2,LENS IOL MA60AC 17.0,standard,2020-03-09
2310.0,OTW PTA BALL CATH 2.0 X 20MM,standard,2020-03-09
2310.0,OTW PTA BALL CATH 3.5 X 20MM,standard,2020-03-09
3570.0,OTW PTA BALL CATH 5X100X137CM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 12X1.50MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 12X2.00MM,standard,2020-03-09
347.42,PLATE STR TI 6H 1.3X23MM,standard,2020-03-09
347.66,STAPLER ENDO EEA ORVIL 25MM,standard,2020-03-09
347.76,FLUTED DIA BALL BUR 5MMX10CM,standard,2020-03-09
347.76,FLUTED DIA BALL BUR 10CMX4MM,standard,2020-03-09
347.76,FLUTED DIA BALL BUR 10CMX5MM,standard,2020-03-09
348.19,SLF-DRL LOCKING SCREW 2.0X6MM,standard,2020-03-09
348.19,SLF-DRL LOCKING SCREW 2.0X8MM,standard,2020-03-09
348.72,MP 4 HOLE PLATE W/BAR,standard,2020-03-09
350.0,REVOLUTN GRASPING  FORCEP 25G,standard,2020-03-09
350.0,DRAINAGE TUBE EXTENDER,standard,2020-03-09
350.0,FASTCATH EP INTRO 8.5FX60CM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 12X2.50MM,standard,2020-03-09
350.0,SWARTZ BRAIDED INTRO 8FX63CM,standard,2020-03-09
350.0,NEURON DEL CATH 5F 130X9CM SIM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.0X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.5X12MM,standard,2020-03-09
350.0,COR OTW BALL CATH 2.5X6MM,standard,2020-03-09
350.0,COR OTW BALL CATH 2.5X12MM,standard,2020-03-09
350.0,COR OTW BALL CATH 3.0X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.5X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.0X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.0X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.0X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.25X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.25X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.25X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.25X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.5X25MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.75X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 2.75X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.0X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.0X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.0X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.0X25MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.25X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.25X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.5X6MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.5X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.5X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.75X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 3.75X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 4.0X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 4.0X15MM,standard,2020-03-09
350.0,COR RX BALL CATH 4.0X20MM,standard,2020-03-09
350.0,COR RX BALL CATH 4.5X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 5.0X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.2X8MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.2X12MM,standard,2020-03-09
350.0,COR RX BALL CATH 1.2X15MM,standard,2020-03-09
350.0,ACL TIGHTROPE DRILL PIN 4MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 12X3.00MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 15X2.00MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 15X3.00MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 20X2.00MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 20X2.50MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 8X1.25MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 8X1.50MM,standard,2020-03-09
350.0,BONE GRAFT GUIDEWIRE,standard,2020-03-09
350.0,DIL OTW BALL CATH 1.5X15MM,standard,2020-03-09
350.0,DIL OTW BALL CATH 2.5X6MM,standard,2020-03-09
350.0,DIL OTW BALL CATH 2.75X6MM,standard,2020-03-09
350.0,DIL OTW BALL CATH 3.0X6MM,standard,2020-03-09
350.0,DIL OTW BALL CATH 4.5X8MM,standard,2020-03-09
350.0,OTW DIL BALL CATH 1.50X6MM,standard,2020-03-09
350.0,OTW DIL BALL CATH 2.00X8MM,standard,2020-03-09
350.0,CREO THREADED LOCK CAP 5.5MM,standard,2020-03-09
350.0,MALYUGIN RING SYSTEM 6.25MM,standard,2020-03-09
350.0,MALYUGIN RING SYSTEM 7.00MM,standard,2020-03-09
350.0,CAP LCK THRD QUARTEX,standard,2020-03-09
350.0,KYPHON MIXER,standard,2020-03-09
350.02,ENDOSTITCH SUT DEVICE 10MM,standard,2020-03-09
350.84,STD CENTRAL VEIN CATH 4FX8CM,standard,2020-03-09
352.03,FRAZIER SUCTION HANDLE 8FR,standard,2020-03-09
352.8,S/DRL SCHANZ SCREW 5.0MM,standard,2020-03-09
352.8,FLEXOR BLKN INTRO 6FX.035X40CM,standard,2020-03-09
353.5,BUR TORPEDO STD HUB 3.5MMX7CM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 8X2.00MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 8X2.50MM,standard,2020-03-09
308.0,OTW PTCA BALL CATH 8X4.00MM,standard,2020-03-09
354.85999999999996,ENDOCATH-II SPEC POUCH 15MM,standard,2020-03-09
354.9,F/THD CORT LOCK SCREW 3.5X26MM,standard,2020-03-09
354.9,F/THD CORT LOCK SCREW 3.5X24MM,standard,2020-03-09
355.98999999999995,DRILL BIT FOR 5MM SCREW 1.5X50,standard,2020-03-09
355.99,TWIST DRILL BIT F/8MM SCREW,standard,2020-03-09
355.99,TWIST DRILL BIT FOR 20MM SCREW,standard,2020-03-09
356.72,1LUM NTNL GW CATH 3FX70CM,standard,2020-03-09
356.87439252336446,CRANIAL PERFORATOR 14MM,standard,2020-03-09
15036.0,PACEMAKER ADAPTA DR 12CC,standard,2020-03-09
357.0,PINNACLE GUIDE CATH 6FX90CM,standard,2020-03-09
357.0,ARISTA HEMOSTAT APPLICATOR 1GM,standard,2020-03-09
357.17,GUIDE ROD 3.0,standard,2020-03-09
357.18,BALL-TIP MONOP STIM PROBE 1MM,standard,2020-03-09
358.4,ENDO DILATOR 14X45CM,standard,2020-03-09
358.54,TUBE FEED LP MIC-KEY 20FX2.3CM,standard,2020-03-09
359.45,NOZZLE FOR HANDPIECE 120500STL,standard,2020-03-09
360.5,HD BALL CUTT BURR 7.5X5MM,standard,2020-03-09
360.5,HD BALL CUTT BURR 7.5X4MM,standard,2020-03-09
361.2,SCREW CANC 3.5MM/16MM STARLOCK,standard,2020-03-09
361.2,HD7 LOCK WRIST SCREW 2.5X12MM,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,STENT DBL PRELOAD,standard,2020-03-09
361.2,URET ACCESS SHEATH 12-14FX35CM,standard,2020-03-09
361.2,URET ACCESS SHEATH 12-14FX45CM,standard,2020-03-09
361.2,URET ACCESS SHEATH 10.7FX35CM,standard,2020-03-09
361.2,URET ACCESS SHEATH 10.7FX45CM,standard,2020-03-09
361.20000000000005,D-STAT FLOWABLE HEMOSTAT BNDG,standard,2020-03-09
361.69,PATIENT POSITIONING PAD XLG,standard,2020-03-09
361.7525,STENT DBL PRELOAD,standard,2020-03-09
362.0419047619048,STENT DBL PRELOAD,standard,2020-03-09
362.0624390243903,STENT DBL PRELOAD,standard,2020-03-09
362.09999999999997,UNITRAX ADJ NECK SLEEVE +4MM,standard,2020-03-09
362.1,UNITRAX ADJ NECK SLEEVE -4MM,standard,2020-03-09
362.36315789473684,STENT DBL PRELOAD,standard,2020-03-09
362.464,BURR CUTT BALL FLTD 4MMX7.5CM,standard,2020-03-09
362.6733333333333,STENT DBL PRELOAD,standard,2020-03-09
362.67333333333335,STENT DBL PRELOAD,standard,2020-03-09
362.67333333333335,STENT DBL PRELOAD 7FR/18CM,standard,2020-03-09
362.67333333333335,STENT DBL PRELOAD,standard,2020-03-09
362.99,ENDO PADDLE RETRACTOR 12MM,standard,2020-03-09
363.38,S/DR SS SCHANZ SCREW 5X175MM,standard,2020-03-09
363.38,END CAP TI GOLD W/T40 STRDRV,standard,2020-03-09
363.40999999999997,STENT DBL PRELOAD,standard,2020-03-09
364.0,PUSH COIL .016X177CM,standard,2020-03-09
364.0,VLVD INFUSE CATH 5FX40X135CM,standard,2020-03-09
364.0,VLVD INFUSE CATH 5FX50X135CM,standard,2020-03-09
364.0,GUIDEWIRE .014 X 300CM,standard,2020-03-09
364.0,GUIDEWIRE 25GR TIP .014X300CM,standard,2020-03-09
364.0,APEX MR DIL BAL CATH 15X4.0MM,standard,2020-03-09
364.0,PRO BELOW RX EXTRACTOR 15-18MM,standard,2020-03-09
364.0,GUIDEWIRE .014X190CM 18GR TIP,standard,2020-03-09
364.0,GUIDEWIRE .014X190CM 25GR TIP,standard,2020-03-09
364.0,QUICK RELEASE DRILL BIT 2.8MM,standard,2020-03-09
364.0,CROSS-PIN EMERG SCREW 2.3X4MM,standard,2020-03-09
364.0,AKREOS AO ASPHERIC LENS 18.00,standard,2020-03-09
364.0,AKREOS ASPHERIC IOL LENS 20.5D,standard,2020-03-09
364.0,AKREOS AO ASPHERIC LENS 14.0,standard,2020-03-09
364.0,AKREOS AO ASPHER IOL LENS 10.0,standard,2020-03-09
364.0,AKREOS AO ASPHER IOL LENS 17.0,standard,2020-03-09
364.0,AKREOS ASPHER IOL LENS AO 15.0,standard,2020-03-09
364.0,AKREOS ASPHER IOL LENS AO 19.0,standard,2020-03-09
364.0,AKREOS ASPHER IOL LENS AO 25.0,standard,2020-03-09
364.0,AKREOS ASPHER IOL LENS AO 26.0,standard,2020-03-09
364.1466666666667,STENT DBL PRELOAD,standard,2020-03-09
364.88,STAPLER ENDO GIA UNIV SHT 6CM,standard,2020-03-09
366.49,BRACE KN TELESCOP FUL FOAM26IN,standard,2020-03-09
366.8,DEMINERALIZ CANC MATRIX 2.5CC,standard,2020-03-09
367.5,FIBERSNARE-2 CLSD LOOP 12IN,standard,2020-03-09
367.5,VACUUM PUNCH 8.00MM,standard,2020-03-09
367.5,VACUUM PUNCH 8.25MM,standard,2020-03-09
367.5,VACUUM PUNCH 8.50MM,standard,2020-03-09
367.5,VACUUM PUNCH 7.00MM,standard,2020-03-09
367.5,VACUUM PUNCH 7.50MM,standard,2020-03-09
367.5,VACUUM PUNCH 7.75MM,standard,2020-03-09
367.71,BONE CUTTER BLADE 4.5MM,standard,2020-03-09
368.508,UNITRAX ADJ NECK SLEEVE 0MM,standard,2020-03-09
369.59999999999997,S-TAP VA  BONE SCREW 4.5X17MM,standard,2020-03-09
369.6,CANNULA THREAD CLEAR 8.5X90MM,standard,2020-03-09
369.7005078125,RELOAD ENDO MF GIA 30-2.5,standard,2020-03-09
369.71,STENT URET W/038 STF 22-30X6F,standard,2020-03-09
374.5,CRVD MEMBRANE SCRAPER 25G,standard,2020-03-09
375.2,LENS IOL SA60AT 11.5,standard,2020-03-09
375.2,LENS IOL SA60AT 16.5,standard,2020-03-09
375.2,LENS IOL SA60AT 18.0,standard,2020-03-09
375.2,LENS IOL SA60AT 20.5,standard,2020-03-09
375.2,LENS IOL SA60AT 21.0,standard,2020-03-09
375.2,LENS IOL SA60AT 27.0,standard,2020-03-09
375.2,LENS IOL SA60AT 28.5,standard,2020-03-09
375.2,LENS IOL SA60AT 31.0,standard,2020-03-09
375.83,MATCH HEAD SURG BURR 3MMX14CM,standard,2020-03-09
376.99,UNIV CEMENT RESTRICTOR INSERT,standard,2020-03-09
378.0,GUIDE PIN PART THRD LONG,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 16.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 17.5D,standard,2020-03-09
378.0,TECNIS ACRYLIC IOL LENS 18.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 18.5D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 19.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 19.5D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 20.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 21.5D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 23.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 23.5D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 11.0D,standard,2020-03-09
378.0,TECNIS ACR ZA9 IOL LENS 15.0D,standard,2020-03-09
378.0,LENS IOL ACRYLIC TECNIS 24.5,standard,2020-03-09
378.0,LENS IOL ACRYLIC TECNIS 27.0,standard,2020-03-09
378.0,TECNIS ACR ZCB IOL LENS 6.5D,standard,2020-03-09
378.0,TECNIS ACR ZCB IOL LENS 9.5D,standard,2020-03-09
378.0,TECNIS ACR ZCB IOL LENS 10.0D,standard,2020-03-09
