UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 7/1/2019,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
MANUAL TRACTION/THERAPY 15MIN ,EACH,110.00
MAPPING 3D INTRACARDIAC ,EACH,3310
MAPPING INTRA-ATR/VENT TACHYCAR ,EACH,3310
MARAVIROC 150 MG PO TABS [87998],1 each,90.7
MARAVIROC 300 MG PO TABS [87999],1 each,90.7
MARIJUANA MECONIUM CONF ,EACH,229
MARKER SITE ,EACH,MarkUp
MASSAGE THERAPIST 15 MIN CASH ,EACH,15.00
MASTOIDS <3 VIEWS PER SIDE ,EACH,245
MASTOTOMY DEEP EXPL OR DRAINAGE ,EACH,"5,230.00"
MATRIX INTEGRA PER SQ CM ,EACH,MarkUp
MAVERICK BALLOON ,EACH,605
MDI TREATMENT ,EACH,230
"MEASLES, MUMPS & RUBELLA VAC SC INJ [10512]",1 each,330.20
MECHANICAL TRACTION 15 MIN ,EACH,55.00
MECHLORETHAMINE HCL 0.016 % EX GEL [153529],1  x 60 g Tube,"14,075.30"
MECHLORETHAMINE HCL 10 MG IJ SOLR [10515],10 mg,1280.7
MECHLORETHAMINE HCL 10 MG IJ SOLR [10515],1 each,1280.7
MECLIZINE HCL 12.5 MG PO TABS [12024],1 each,3.00
MECLIZINE HCL 12.5 MG PO TABS [12024],1 each,3.00
MECLIZINE HCL 25 MG PO TABS [12025],1 each,3.00
MECLIZINE HCL 25 MG PO TABS [12025],1 each,3.00
MED NUTRI THX INITIAL INDIV 15MIN ,EACH,115.00
MED NUTRI THX SUBSEQ INDIV 15MINS ,EACH,115
MEDIASTINOCPY W/LMPH NOD BX ,EACH,12015
MEDIASTINOSCPY W/MEDSTNL BX ,EACH,12015
MEDIHONEY WOUND/BURN DRESSING EX GEL [142759],1  x 15 mL Tube,61.20
MEDROXYPROGESTERONE ACETATE 10 MG PO TABS [4854],1 each,3
MEDROXYPROGESTERONE ACETATE 104 MG/0.65ML SC SUSY [41141],1  x .65 mL Syringe,972.40
MEDROXYPROGESTERONE ACETATE 150 MG/ML IM SUSP [19736],1  x 1 mL Vial,358.00
MEDROXYPROGESTERONE ACETATE 2.5 MG PO TABS [4855],1 each,3.00
MEGESTROL ACETATE 20 MG PO TABS [4870],1 each,3.00
MEGESTROL ACETATE 40 MG PO TABS [4871],1 each,3.7
MEGESTROL ACETATE 40 MG/ML PO SUSP [10521],240 mL,432.00
MEGESTROL ACETATE 400 MG/10ML PO SUSP [76824],1  x 10 mL Cup,12.70
MEGESTROL ACETATE 800 MG/20ML PO SUSP [77979],1  x 20 mL Cup,25.10
MEGESTROL ACETATE 800 MG/20ML PO SUSP [77979],1  x 20 mL Cup,25.1
MELANINE (URINE) ,EACH,MarkUp
MELATONIN 3 MG PO TABS [16830],1 each,3
MELATONIN 5 MG PO TABS [17427],1 tablet,3.00
MELODY TRANSCATHETER PULM VA ,EACH,81315
MELOXICAM 15 MG PO TABS [20580],1 each,14.40
MELOXICAM 7.5 MG PO TABS [20566],1 each,9.50
MELPHALAN 1 MG PO TAB (INPATIENT) [402219],1 each,12.40
MELPHALAN 2 MG PO TABS [10523],1 each,73.40
MELPHALAN HCL (PG FREE) 50 MG IV SOLR [167186],50 mg,"8,116.20"
MELPHALAN HCL 50 MG IV SOLR [10522],50 mg,"6,672.90"
MELPHALAN HCL 50 MG IV SOLR [10522],50 mg,"10,164.00"
MELPHALAN HCL 50 MG IV SOLR [10522],50 mg,"10,164.00"
MEMANTINE HCL 10 MG PO TABS [36966],1 each,26.70
MEMANTINE HCL 5 MG PO TABS [37170],1 each,26.70
MEMBRANE PERIODONTAL ,EACH,MarkUp
MEN DEPTH INLAY ORTHO SHOE ,EACH,413
MENINGOCOCCAL A C Y&W-135 CONJ IM INJ [40540],1  x .5 mL Vial,498.10
MENINGOCOCCAL B RECOMB OMV ADJ IM SUSY [160381],1  x .5 mL Syringe,698
MENTHOL 5.8 MG MT LOZG [39307],.04  x 25 each Bag,3
MEPERIDINE HCL 100 MG/ML IJ SOLN [4902],1  x 1 mL Syringe,37.4
MEPERIDINE HCL 100 MG/ML IJ SOLN [4902],1  x 1 mL Vial,15.60
MEPERIDINE HCL 25 MG/0.5ML IJ SOLN [144362],1  x .5 mL Ampule,13.30
MEPERIDINE HCL 25 MG/ML IJ SOLN [4903],1  x 1 mL Syringe,38.60
MEPERIDINE HCL 25 MG/ML IJ SOLN [4903],1  x 1 mL Vial,13.7
MEPERIDINE HCL 50 MG/ML IJ SOLN [4904],1  x 1 mL Syringe,39.90
MEPERIDINE HCL 50 MG/ML IJ SOLN [4904],1  x 1 mL Ampule,23.8
MEPIVACAINE HCL (PF) 1 % IJ SOLN [138049],1  x 30 mL Vial,34.6
MEPIVACAINE HCL (PF) 2 % IJ SOLN [138050],1  x 20 mL Vial,32.4
MEPIVACAINE HCL 1.5 % IJ SOLN [10529],1  x 30 mL Vial,36.00
MEPIVACAINE HCL 1.5 % IJ SOLN [10529],1  x 30 mL Vial,59.80
MEPOLIZUMAB 100 MG SC SOLR [164995],1 each,"11,629.10"
MEPROBAMATE 400 MG PO TABS [4917],1 each,24.80
MERCAPTOPURINE 2000 MG/100ML PO SUSP [157929],100 mL,"4,455.90"
MERCAPTOPURINE 25 MG PO TAB (INPATIENT) [402220],1 each,9.00
MERCAPTOPURINE 50 MG PO TABS [10531],1 each,44.20
MERCURY QUANT URINE ,EACH,28.00
MEROPENEM 1 G IV SOLR [17380],1 g,109.10
MEROPENEM 1 G IV SOLR [17380],1 each,109.1
MEROPENEM 1 G IV SOLR [17380],1 each,151
MEROPENEM 500 MG IV SOLR [17379],1 each,64.8
MEROPENEM CONC ,EACH,160
MEROPENEM-VABORBACTAM 2 (1-1) G IV SOLR [175851],1 each,695.50
MEROPENEM-VABORBACTAM 2 (1-1) G IV SOLR [175851],1 each,695.50
MESALAMINE 1.2 G PO TBEC [78310],1 each,33.70
MESALAMINE 1000 MG RE SUPP [40369],1 each,127.40
MESALAMINE 4 G RE ENEM [10535],1  x 60 mL Bottle,72.90
MESALAMINE 400 MG PO CPDR [141423],1 each,11.70
MESALAMINE 400 MG PO CPDR [141423],1 each,12.80
MESALAMINE ER 250 MG PO CPCR [10533],1 each,11.00
MESH ANTIBACTERIAL ENVELOPE ,EACH,"2,655.00"
MESH HERNIA ,EACH,MarkUp
MESH IMPLANTABLE ,EACH,MarkUp
MESH IMPLANTABLE ,EACH,2655
MESNA 100 MG/ML IV SOLN [10537],10 mL,161.7
MESNA 100 MG/ML IV SOLN [10537],10 mL,109.1
MESNA 100 MG/ML IV SOLN [10537],10 mL,109.10
MESNA 100 MG/ML IV SOLN [10537],10 mL,149.60
MESNA 100 MG/ML IV SOLN [10537],10 mL,296.4
MESNA 100 MG/ML IV SOLN [10537],10 mL,161.7
MESNA 400 MG PO TABS [20077],1 each,283.00
METABOLIC EVALUATION ,EACH,210.00
METABOLIC SCREEN PROFILE-URINE ,EACH,15
METAXALONE 800 MG PO TABS [33963],1 each,36.60
METFORMIN 250 MG PO TAB (INPATIENT) [400713],1 each,3
METFORMIN HCL 500 MG PO TABS [10544],1 each,3.60
METFORMIN HCL 500 MG/5ML PO SOLN [37125],118 mL,597.2
METFORMIN HCL 850 MG PO TABS [14719],1 each,4.50
METH QUANT ,EACH,29
METHACHOLINE CHALLENGE TESTING ,EACH,"1,515.00"
METHACHOLINE SYRINGE KIT UF [404041],1 each,9.00
METHADONE ,EACH,235
METHADONE 10 MG/ML INJECTION FOR OR USE CT SURGERY [408026],20 mL,"1,601.30"
METHADONE HCL 1 MG/1ML PO SOLN UD UF [402643],1 Syringe,3.00
METHADONE HCL 10 MG PO TABS [4953],1 each,3.00
METHADONE HCL 5 MG PO TABS [4954],1 each,3.00
METHADONE HCL 5 MG/5ML PO SOLN UD UF [403579],1 Syringe,3.00
METHADONE MECONIUM CONF ,EACH,229
METHADONE URINE DRUG CONF ,EACH,118
METHANOL SCREEEN ,EACH,133
METHAQUALONE ,EACH,257
METHAZOLAMIDE 25 MG PO TAB (INPATIENT) [402221],1 each,23.00
METHAZOLAMIDE 25 MG PO TAB (INPATIENT) [402221],1 each,23.00
METHAZOLAMIDE 50 MG PO TABS [4962],1 each,23.00
METHAZOLAMIDE 50 MG PO TABS [4962],1 each,23.00
METHENAMINE HIPPURATE 0.5 G PO TAB (INPATIENT) [402967],1 each,3.00
METHENAMINE HIPPURATE 1 G PO TABS [10549],1 each,10.70
METHENAMINE MANDELATE 1 G PO TABS [4966],1 each,5.00
METHIMAZOLE 5 MG PO TABS [10553],1 each,3.00
METHIMAZOLE 5 MG PO TABS [10553],1 each,3
METHIMAZOLE ORAL 2.5 MG/ML SUSPENSION [403543],2 mL,3.00
METHOCARBAMOL 1000 MG/10ML IJ SOLN [161242],1  x 10 mL Vial,295.5
METHOCARBAMOL 500 MG PO TABS [4971],1 each,3
METHOCARBAMOL 750 MG PO TABS [4972],1 each,3
METHOD 1-CCPD ,EACH,195.00
METHOHEXITAL 50 MG/5 ML SYRINGE [403296],1  x 5 mL Syringe,85.70
METHOHEXITAL SODIUM 0.5 G IJ SOLR [70545],1 each,296.20
METHOHEXITAL SODIUM 100 MG/10ML IV SOSY [163990],1  x 10 mL Syringe,142.3
METHOHEXITAL SODIUM 2.5 G IJ SOLR [70546],1 each,1046.2
METHOTREXATE ,EACH,78
METHOTREXATE 1.25 MG PO TAB (INPATIENT) [402222],1 each,9
METHOTREXATE 2.5 MG PO TABS [4973],1 each,19.3
METHOTREXATE 2.5 MG/ML PO SOLN [174011],120 mL,7695.7
METHOTREXATE SODIUM (PF) 25 MG/ML UF CUSTOM IJ SOLN [404442],40 mL,174.6
METHOTREXATE SODIUM (PF) 25 MG/ML UF CUSTOM IJ SOLN [404442],2 mL,26.5
METHOXSALEN (PHOTOPHERESIS) 20 MCG/ML IJ SOLN [24933],1  x 10 mL Vial,168.10
METHOXSALEN RAPID 10 MG PO CAPS [31415],1 each,305.8
METHSUXIMIDE 300 MG PO CAPS [10564],1 each,15.4
METHYLDOPA 250 MG PO TABS [4982],1 each,3.00
METHYLDOPA 500 MG PO TABS [4983],1 each,3
METHYLDOPA PO LIQD 50 MG/ML [402087],5 mL,120.00
METHYLDOPATE HCL 250 MG/5ML IV SOLN [4984],5 mL,163
METHYLDOPATE HCL 250 MG/5ML IV SOLN [4984],1  x 5 mL Vial,163
METHYLENE BLUE (ANTIDOTE) 1 % IJ SOLN [19626],10 mL,706.8
METHYLENE BLUE 1 % IJ SOLN [4985],1  x 10 mL Vial,706.8
METHYLENE BLUE 1 % IJ SOLN [4985],1  x 1 mL Vial,96.1
METHYLENE BLUE 1% ORAL SOLN UF [403444],1  x 10 mL Vial,706.8
METHYLENE BLUE 50 MG/10ML IV SOLN [169209],1  x 10 mL Ampule,782.2
METHYLERGONOVINE MALEATE 0.2 MG PO TABS [10572],1 each,201.6
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN [10571],1  x 1 mL Vial,132.3
METHYLERGONOVINE MALEATE 0.2 MG/ML IJ SOLN [10571],1  x 1 mL Ampule,46.4
METHYLMALONIC ACID SERUM ,EACH,125
METHYLMALONIC ACID SERUM ,EACH,34.00
METHYLMALONIC ACID URINE ,EACH,34
METHYLNALTREXONE BROMIDE 12 MG/0.6ML SC SOLN [91771],1  x .6 mL Vial,392.4
METHYLPHENIDATE HCL 5 MG PO TABS [4988],1 each,3
METHYLPHENIDATE HCL ER (CD) 10 MG PO CPCR [36495],1 each,27.30
METHYLPHENIDATE HCL ER 18 MG PO TBCR [28750],1 each,39.3
METHYLPHENIDATE HCL ER 27 MG PO TBCR [32654],1 each,30
METHYLPREDNISOLONE 16 MG PO TABS [4992],1 each,16.80
METHYLPREDNISOLONE 2 MG PO TABS [10573],1 each,10.50
METHYLPREDNISOLONE 4 MG PO TABS [4993],1 each,11.70
METHYLPREDNISOLONE 4 MG PO TABS [4993],1 each,9.00
METHYLPREDNISOLONE ACETATE 40 MG/ML IJ SUSP [4995],1  x 1 mL Vial,68.50
METHYLPREDNISOLONE ACETATE 40 MG/ML IJ SUSP [4995],1  x 1 mL Vial,68.50
METHYLPREDNISOLONE ACETATE 40 MG/ML IJ SUSP [4995],1  x 1 mL Vial,68.60
METHYLPREDNISOLONE ACETATE 80 MG/ML IJ SUSP [4996],1  x 1 mL Vial,102.40
METHYLPREDNISOLONE SODIUM SUCC 1000 MG IJ SOLR [10577],1000 mg,197.70
METHYLPREDNISOLONE SODIUM SUCC 125 MG IJ SOLR [10578],1 each,62.9
METHYLPREDNISOLONE SODIUM SUCC 125 MG IJ SOLR [10578],1 each,62.90
METHYLPREDNISOLONE SODIUM SUCC 40 MG IJ SOLR [10580],1 each,39
METHYLPREDNISOLONE SODIUM SUCC 500 MG IJ SOLR [10581],1 each,121.7
METHYLTESTOSTERONE 10 MG PO CAPS [10582],1 each,281.9
METOCLOPRAMIDE HCL 10 MG PO TABS [5005],1 each,3
METOCLOPRAMIDE HCL 10 MG PO TABS [5005],1 each,3.00
METOCLOPRAMIDE HCL 10 MG/10ML PO SOLN [77710],1  x 10 mL Cup,6.70
METOCLOPRAMIDE HCL 5 MG PO TABS [5006],1 each,3.00
METOCLOPRAMIDE HCL 5 MG/5ML PO SOLN [77725],473 mL,106.5
METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN [5002],2 mL,9
METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN [5002],1  x 2 mL Vial,9.00
METOLAZONE 10 MG PO TABS [10586],1 each,10.60
METOLAZONE 2.5 MG PO TABS [10587],1 each,9.9
METOLAZONE 5 MG PO TABS [10588],1 each,11.20
METOLAZONE PO LIQD 1 MG/ML [402090],120 mL,31.40
METOPROLOL SUCCINATE ER 100 MG PO TB24 [30071],1 each,6.50
METOPROLOL SUCCINATE ER 12.5 MG PO TB24 (INPATIENT) [400716],1 each,4.40
METOPROLOL SUCCINATE ER 12.5 MG PO TB24 (INPATIENT) [400716],1 each,4.40
METOPROLOL SUCCINATE ER 200 MG PO TB24 [30072],1 each,7.6
METOPROLOL SUCCINATE ER 25 MG PO TB24 [29858],1 each,4.4
METOPROLOL SUCCINATE ER 50 MG PO TB24 [30070],1 each,4.4
METOPROLOL TARTRATE 1 MG/ML IV CUSTOM UF SYRINGE [403842],5 mL,9
METOPROLOL TARTRATE 1 MG/ML IV CUSTOM UF SYRINGE [403842],5 mL,17.50
METOPROLOL TARTRATE 100 MG PO TABS [5008],1 each,3.00
METOPROLOL TARTRATE 100 MG PO TABS [5008],1 each,3
METOPROLOL TARTRATE 12.5 MG PO TAB (INPATIENT) [400416],1 each,3
METOPROLOL TARTRATE 12.5 MG PO TAB (INPATIENT) [400416],1 each,3
METOPROLOL TARTRATE 25 MG PO TABS [37637],1 each,3.00
METOPROLOL TARTRATE 25 MG PO TABS [37637],1 each,3.00
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN SH [500005],1  x 5 mL Vial,9
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN SH [500005],1  x 5 mL Vial,9
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN SH [500005],1  x 5 mL Vial,17.50
METOPROLOL TARTRATE 50 MG PO TABS [5009],1 each,3
METOPROLOL TARTRATE 50 MG PO TABS [5009],1 each,3
METOPROLOL TARTRATE 50 MG PO TABS [5009],1 each,3
METOPROLOL TARTRATE PO LIQD 10 MG/ML [402092],480 mL,10.1
METOPROLOL TARTRATE PO LIQD 12.5 MG/1.25ML UD [403952],1  x 1.25 mL Syringe,3
METOPROLOL TARTRATE PO LIQD 25 MG/2.5 ML UD [402091],1  x 2.5 mL Syringe,3
METOPROLOL TARTRATE PO LIQD 50 MG/5ML UD [402093],1  x 5 mL Syringe,3
METRONIDAZOLE 0.75 % EX CREA [19805],1  x 45 g Tube,546.5
METRONIDAZOLE 0.75 % EX GEL [19741],1  x 45 g Tube,512.6
METRONIDAZOLE 0.75 % VA GEL [10592],1  x 70 g Tube,458.5
METRONIDAZOLE 1 % EX GEL [41899],1  x 60 g Tube,1355.3
METRONIDAZOLE 250 MG PO TABS [5015],1 each,3
METRONIDAZOLE 500 MG PO TABS [5016],1 each,3
METRONIDAZOLE IN NACL 5 MG/ML IV CUSTOM UF [402566],100 mL,12.5
METRONIDAZOLE IN NACL 5-0.79 MG/ML-% IV SOLN [5018],1  x 100 mL Flex Cont,11.9
METRONIDAZOLE IN NACL 500-0.74 MG/100ML-% IV SOLN [24502],1  x 100 mL Flex Cont,12.5
METRONIDAZOLE PO LIQD 50 MG/ML [402094],1000 mL,18
METRONIDAZOLE PO LIQD 500 MG/10 ML [402095],1  x 10 mL Cup,3
MEXILETENE 10 MG/ML PO LIQ UF [404095],480 mL,243.4
MEXILETINE HCL 150 MG PO CAPS [10595],1 each,7.7
MEXILETINE HCL 200 MG PO CAPS [10596],1 each,9.10
MGMT METHYLATION ANAL ,EACH,580
MIBG 0.5 MCI - UP TO 1 MCI ,EACH,1680
MIBG ADDL 0.5MCI ,EACH,375.00
MIC SUSCEPTIBILITY CHG ,EACH,59
MICAFUNGIN SODIUM 100 MG IV SOLR [77685],100 mg,784.5
MICAFUNGIN SODIUM 100 MG IV SOLR [77685],1 each,784.50
MICAFUNGIN SODIUM 50 MG IV SOLR [41144],50 mg,406.4
MICAFUNGIN SODIUM 50 MG IV SOLR [41144],1 each,406.4
MIC-KEY G/J TUBE 16FR/1.5/22 ,EACH,949.00
MIC-KEY GJ TUBE 16FR LOW PROF. ,EACH,"1,040.00"
MICONAZOLE NITRATE 2 % EX CREA [5039],1  x 28 g Tube,10
MICONAZOLE NITRATE 2 % VA CREA [5040],1  x 45 g Tube,25.8
MICONAZOLE NITRATE 2 % VA CREA [5040],1  x 45 g Tube,24.9
MICONAZOLE NITRATE 200 MG VA SUPP [10604],.33333  x 3 each Box,52.6
MICRA INTRODUCER W/COATING ,EACH,1600
MICROACATH ULTRAFLOW ,EACH,1375
MICROALBUMIN URINE RANDOM ,EACH,15
MICROCATH ECHELON 14 ,EACH,1765
MICROCATH SL-10 ,EACH,"1,958.00"
MICROCATHETER ASAHI ,EACH,2395
MICROCATHETER DETACHABLE TIP ,EACH,4255
MICROCATHETER GUIDING ,EACH,2729
MICROCATHETER RAPID TRANSIT ,EACH,2198
MICRODISSECTION MANUAL ,EACH,285
MICRODOSIMETRY ,EACH,435.00
MICROFIBRILLAR COLL HEMOSTAT EX PADS 70 X 35 MM [403107],1 each,671
MICROFIBRILLAR COLL HEMOSTAT EX PADS 70 X 70 MM [403108],1 each,760.5
MICROFIBRILLAR COLL HEMOSTAT EX POWD [10606],1  x 1 g Jar,796.6
MICROFIBRILLAR COLL HEMOSTAT EX POWD [10606],1  x 5 g Jar,1035.9
MICROFIBRILLAR COLL HEMOSTAT EX POWD INSTAT MCH [403109],1  x 1 g Packet,692.3
MICROINTRODUCER SAFETY 3.5 F ,EACH,90
MICROLIPID 90 ML ,EACH,2
MICROSATELLITE INSTABILITY ,EACH,494.00
MICROSCOPIC EXAM/CRYSTALS ,EACH,49.00
MIDAZOLAM 1 MG/ML IN 0.9% NACL INFUSION SOLN [400591],1  x 100 mL Flex Cont,131.7
MIDAZOLAM 1 MG/ML IN 0.9% NACL INFUSION SOLN [400591],1  x 50 mL Bag,40.8
MIDAZOLAM 1 MG/ML IN 0.9% NACL INFUSION SOLN [400591],1  x 100 mL Bag,109.1
MIDAZOLAM HCL 0.5 MG/0.5ML PO LIQD UD [402096],1  x .5 mL Syringe,9
MIDAZOLAM HCL 10 MG/5ML PO SYRP UD [402523],1 cup,32.4
MIDAZOLAM HCL 2 MG/2ML IJ SOLN [40872],1  x 2 mL Vial,9
MIDAZOLAM HCL 2 MG/2ML IJ SOLN [40872],1  x 2 mL Vial,9
MIDAZOLAM HCL 2 MG/2ML IJ SOLN [40872],1  x 2 mL Vial,9
MIDAZOLAM HCL 2 MG/2ML IJ SOLN [40872],1  x 2 mL Vial,9
MIDAZOLAM HCL 2 MG/ML PO SYRP [24176],118 mL,762.9
MIDAZOLAM HCL 2 MG/ML PO SYRP [24176],118 mL,388.4
MIDAZOLAM HCL 5 MG/5ML IJ SOLN [92943],1  x 5 mL Vial,9
MIDAZOLAM HCL 5 MG/ML IJ SOLN [10608],1 mL,9.00
MIDAZOLAM HCL 5 MG/ML IJ SOLN [10608],1  x 1 mL Vial,9.00
MIDAZOLAM HCL 5 MG/ML INTRANASAL ONLY UF [404067],1 mL,9.00
MIDAZOLAM HCL 50 MG/10ML IJ SOLN [92948],10 mL,43.9
MIDAZOLAM HCL 50 MG/10ML IJ SOLN [92948],1  x 10 mL Vial,33.1
MIDODRINE HCL 10 MG PO TABS [33083],1 each,14.6
MIDODRINE HCL 2.5 MG PO TABS [10609],1 each,5.1
MIDODRINE HCL 2.5 MG PO TABS [10609],1 each,4.3
MIDODRINE HCL 5 MG PO TABS [10610],1 each,13.50
MIDOSTAURIN 25 MG PO CAPS [173486],1 each,546.50
MIDOSTAURIN 25 MG PO CAPS [173486],1 each,546.50
MIFEPRISTONE 300 MG PO TABS [129824],1 each,"1,648.80"
MIGLITOL 25 MG PO TABS [20799],1 each,9.90
MILL BONE BIOPSY ,EACH,MarkUp
MILNACIPRAN HCL 50 MG PO TABS [95387],1 each,21.00
MILRINONE LACTATE 1 MG/ML IV SOLN UF [404152],50 mL,190.00
MILRINONE LACTATE 50 MG/50ML IV SOLN [152898],1  x 50 mL Vial,190.00
MILRINONE LACTATE IN DEXTROSE 40-5 MG/200ML-% IV SOLN [152895],1  x 200 mL Flex Cont,157.00
MILTEFOSINE 50 MG PO CAPS [166705],1 each,"2,057.20"
MINERAL OIL LIGHT OIL [27386],1  x 10 mL Vial,50.10
MINERAL OIL PO OIL [5086],472 mL,21.30
MINERAL OIL PO OIL 30ML UD [402097],1 cup,3.00
MINERAL OIL RE ENEM [5087],1  x 133 mL Bottle,6.8
MINI STICK KIT ,EACH,163
MINIMAL OUTPATIENT VISIT ,EACH,275
MINOCYCLINE HCL 100 MG IV SOLR [10612],1 each,683.9
MINOCYCLINE HCL 100 MG IV SOLR [10612],1 each,268.1
MINOCYCLINE HCL 100 MG PO CAPS [5110],1 each,5.10
MINOCYCLINE HCL 50 MG PO CAPS [5111],1 each,5.10
MINOR OR PROCEDURE ,EACH,MarkUp
MINOXIDIL 10 MG PO TABS [5114],1 each,3.9
MINOXIDIL 2.5 MG PO TABS [5115],1 each,3
MINOXIDIL 5 MG PO TAB (INPATIENT) [400717],1 each,3
MIRAGE .008 WIRE ,EACH,1168
MIRTAZAPINE 15 MG PO TABS [17466],1 each,10.2
MIRTAZAPINE 15 MG PO TBDP [29531],1 each,7.8
MIRTAZAPINE 30 MG PO TABS [17465],1 each,8.4
MIRTAZAPINE 30 MG PO TBDP [29532],1 each,8.1
MIRTAZAPINE 7.5 MG PO TABS [38421],1 each,7.9
MISC. LAB SERVICE ,EACH,MarkUp
MISCELLANEOUS NMDP ,EACH,MarkUp
MISOPROSTOL 100 MCG PO TABS [10628],1 each,14.3
MISOPROSTOL 200 MCG PO TABS [10629],1 each,20.9
MISOPROSTOL 25 MCG PO TAB (INPATIENT) [400718],1 each,13.1
MISOPROSTOL 50 MCG PO TAB (INPATIENT) [400719],1 each,13.10
MITOMYCIN 20 MG IV SOLR [10630],1 each,"2,413.60"
MITOMYCIN 40 MG IV SOLR [10631],1 each,"4,799.00"
MITOMYCIN 5 MG IV SOLR [10632],1 each,946.40
MITOMYCIN OPHTH INJ 0.2 MG/ML (0.02%) UF [402537],1  x 5 mL Bottle,9.00
MITOMYCIN OPHTH INJ 0.25 MG/ML (0.025%) UF [402538],1  x 5 mL ,9.00
MITOMYCIN OPHTH INJ 0.3 MG/ML (0.03%) UF [402539],1  x 5 mL ,9.00
MITOMYCIN OPHTH INJ 0.4 MG/ML (0.04%) UF [402540],1  x 5 mL ,9
MITOMYCIN UF IV CUSTOM COMPONENT VIAL [404379],1 each,"2,413.60"
MITOTANE 500 MG PO TABS [10633],1 each,17.30
MITOXANTRONE HCL 2 MG/ML IV CUSTOM COMPONENT UF [404373],12.5 mL,887.60
MITOXANTRONE HCL 2 MG/ML IV CUSTOM COMPONENT UF [404373],12.5 mL,887.60
MITOXANTRONE HCL 2 MG/ML IV CUSTOM COMPONENT UF [404373],10 mL,715.70
MITOXANTRONE HCL 20 MG/10ML IV CONC [93173],10 mL,715.70
MITOXANTRONE HCL 25 MG/12.5ML IV CONC [93172],12.5 mL,"1,122.50"
MM PIGTAIL ,EACH,70
MNT GROUP EA 30 MINS ,EACH,55.00
MNT INITIAL ASSESSMENT IND EA 15 MINS ,EACH,120.00
MNT RE-ASSESSMENT IND EA 15 MINS ,EACH,105.00
MNT SUBSQ TX CHANGE GROUP DX EA 30 MINS ,EACH,55.00
MNT SUBSQ TX CHANGE IN DX EA 15 MINS ,EACH,105
MOD SED DIFF MD 5+YRS 1ST 15 MINS ,EACH,175
MOD SED DIFF MD EA ADDL 15 MINS ,EACH,60
MODAFINIL 100 MG PO TABS [24702],1 each,88.10
MODEL PLATING ,EACH,MarkUp
MODERATE SED <5YRS 1ST 15 MINS ,EACH,175
MODERATE SED 5+YRS 1ST 15 MINS ,EACH,175.00
MODERATE SED EA ADDL 15 MINS ,EACH,60
MODERATE SEDATION <5YRS 1ST 15 MINS ,EACH,175
MODERATE SEDATION 5+YRS 1ST 15 MINS ,EACH,175.00
MODERATE SEDATION DIFF MD <5YRS 1ST 15 MINS ,EACH,175
MODERATE SEDATION DIFF MD 5+YRS 1ST 15 MINS ,EACH,175
MODERATE SEDATION DIFF MD EA ADDL 15 MINS ,EACH,60
MODERATE SEDATION EA ADDL 15 MINS ,EACH,60.00
MODIFIED CARNOY'S SOLUTION [404001],1  x 30 mL ,55.00
MOEXIPRIL HCL 15 MG PO TABS [15026],1 each,4.40
MOEXIPRIL HCL 7.5 MG PO TABS [15025],1 each,4.20
MOLD PROFILE ,EACH,62.00
MOLD PROFILE ADDTL ,EACH,12
MOLEC CYTO DNA PROBE EACH - FISH ,EACH,295
MOLECULAR PATH TIER 2 LEVEL 1 ,EACH,80
MOLECULAR PATH TIER 2 LEVEL 2 ,EACH,170
MOLECULAR PATH TIER 2 LEVEL 3 ,EACH,190
MOLECULAR PATH TIER 2 LEVEL 4 ,EACH,230.00
MOLECULAR PATH TIER 2 LEVEL 5 ,EACH,410.00
MOLECULAR PATH TIER 2 LEVEL 6 ,EACH,375.00
MOLECULAR PATH TIER 2 LEVEL 7 ,EACH,355.00
MOLECULAR PATH TIER 2 LEVEL 8 ,EACH,1060
MOLECULAR PATH TIER 2 LEVEL 9 ,EACH,2500
MOLECULAR SOLID TUMOR PANEL NGS ,EACH,3400
MOMETASONE FUROATE 0.1 % EX CREA [10646],1  x 15 g Tube,81.00
MOMETASONE FUROATE 0.1 % EX OINT [10648],1  x 15 g Tube,72.90
MOMETASONE FUROATE 50 MCG/ACT NA SUSP [21905],1  x 17 g Inhaler,905.20
MONAURAL HEARING AID FIT/CHECK/DISPENSE ,EACH,310
MONGOOSE CATHETER ,EACH,403.00
MONGOOSE DIAGNOSTIC CATHETER ,EACH,245
MONKEY BAR ,EACH,163.00
MONTELUKAST SODIUM 10 MG PO TABS [22509],1 each,17.00
MONTELUKAST SODIUM 4 MG PO CHEW [27234],1 each,17.00
MONTELUKAST SODIUM 4 MG PO CHEW [27234],1 each,17.00
MONTELUKAST SODIUM 5 MG PO CHEW [22510],1 each,17.00
MOPATH LEVEL 4 GENE ANALYSIS ,EACH,555
MOPATH LEVEL 5 MUTATION SCANNING ,EACH,550
MOPATH LEVEL4 JAK2 EXON 12 PCR ,EACH,686
MORCELLATOR ELECTROSURGICAL ,EACH,MarkUp
