price,description,charge_type
36.8,HYDROPHOR EX OINT [20140],standard
3349.7,HYDROXOCOBALAMIN 5 G IV SOLR [149975],standard
157.2,HYDROXOCOBALAMIN ACETATE 1000 MCG/ML IM SOLN [179457],standard
3.3,HYDROXYCHLOROQUINE 100 MG PO TAB (INPATIENT) [402210],standard
3.3,HYDROXYCHLOROQUINE 100 MG PO TAB (INPATIENT) [402210],standard
9,HYDROXYCHLOROQUINE 25 MG/ML ORAL SUSPENSION [430547],standard
13.2,HYDROXYCHLOROQUINE SULFATE 200 MG PO TABS [10235],standard
338.3,HYDROXYETHYL STARCH IN NACL 6-0.9 % IV SOLN [91159],standard
49,HYDROXYPROGESTERONE 17-D ,standard
16264.9,HYDROXYPROGESTERONE CAPROATE 250 MG/ML IM OIL [143617],standard
9,HYDROXYUREA 500 MG PO CAPS [10236],standard
99,HYDROXYUREA PO LIQD 100 MG/ML [402628],standard
3,HYDROXYZINE HCL 10 MG PO TABS [3772],standard
59.9,HYDROXYZINE HCL 10 MG/5ML PO SYRP [3771],standard
119.2,HYDROXYZINE HCL 10 MG/5ML PO SYRP [3771],standard
3,HYDROXYZINE HCL 25 MG PO TABS [3774],standard
109.8,HYDROXYZINE HCL 25 MG/ML IM SOLN [3769],standard
3,HYDROXYZINE HCL 50 MG PO TABS [3775],standard
118.2,HYDROXYZINE HCL 50 MG/ML IM SOLN [3770],standard
171.2,HYDROXYZINE HCL 50 MG/ML IM SOLN [3770],standard
9,HYDROXYZINE PAMOATE 25 MG PO CAPS Q0177 (INPATIENT) [403516],standard
9,HYDROXYZINE PAMOATE 25 MG PO CAPS Q0177 (INPATIENT) [403516],standard
1759.1,HYLAN 16 MG/2ML IX SOSY [156117],standard
5220.9,HYLAN 48 MG/6ML IX SOSY [156118],standard
3,HYOSCYAMINE SULFATE 0.125 MG PO TBDP [29822],standard
323.6,HYOSCYAMINE SULFATE 0.125 MG/5ML PO ELIX [3781],standard
3,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12 [17010],standard
40.00,HYPERAL SUB/CVP TRAY ,standard
17.00,HYPERSENS PNEUMONITIS ADDTL ,standard
93.1,HYPROMELLOSE 0.5 % OP SOLN [91092],standard
33.60,HYPROMELLOSE 2.5 % OP SOLN [77164],standard
660,HYSTEROSALPINGOGRAM S&I ,standard
"6,365.00",I & D ABS/CYST TONGUE/MOUTH FLOOR ,standard
1725,I&D ABS/CYST MOUTH MASTICATOR SPACE ,standard
970.00,I&D ABSCESS COMP OR MULTI ,standard
1225,I&D ABSCESS PERITONSILLAR ,standard
460.00,I&D ABSCESS SIMPLE/SINGLE ,standard
590,I&D BARTHOLINS GLAND ABSCESS ,standard
5655,I&D COMPLX POSTOP WOUND INFECTION ,standard
5655,I&D DP ABSC BURSA/HEMA THIGH/KNEE ,standard
6205,I&D EPIDIDMYIS/TESTIS/SCROTAL SP ,standard
880,I&D FINGER ABSCESS SIMPLE ,standard
3595,I&D HEMATOMA/SEROMA/FLUID COLLECT ,standard
6305,I&D ISCHIO/PERIRECTAL ABSCESS ,standard
2300,I&D PERIANAL ABSCESS SUPERFICIAL ,standard
"2,065.00",I&D PILONIDAL CYST COMPLICATED ,standard
965.00,I&D PILONIDAL CYST SIMPLE ,standard
5230,I&D UPPER ARM OR ELBOW-BURSA ,standard
1040,I&D VULVA/PERINEAL ABSCESS ,standard
375,I-123 SODIUM IODIDE ,standard
375,I-123 SODIUM IODINE ,standard
790,I-131 ABLATION ,standard
68.00,I-131 PER MILLICURIE ,standard
19,I-131 SODIUM IODIDE ADDL MCI ,standard
37,I-131 SODIUM IODIDE/MCI 1ST 10 ,standard
250.00,IA-2 AB REFLEX ,standard
2161.1,IBANDRONATE SODIUM 3 MG/3ML IV SOLN [149347],standard
91,IBDS7 ASCA AB ADDITIONAL ,standard
91,IBDS7 ASCA ANTIBODY ,standard
113.6,IBUPROFEN 100 MG/5ML PO SUSP [10246],standard
3,IBUPROFEN 100 MG/5ML PO SUSP UD [402435],standard
18.4,IBUPROFEN 20 MG/ML PO SUSP IP ONLY [408098],standard
3,IBUPROFEN 200 MG PO TABS [3841],standard
3,IBUPROFEN 200 MG/10ML PO SUSP UD [402065],standard
3,IBUPROFEN 400 MG PO TABS [3843],standard
3,IBUPROFEN 400 MG PO TABS [3843],standard
3,IBUPROFEN 600 MG PO TABS [3844],standard
3,IBUPROFEN 800 MG PO TABS [3845],standard
2745,IBUPROFEN LYSINE 10 MG/ML IV SOLN [76780],standard
1857.2,IBUTILIDE FUMARATE 1 MG/10ML IV SOLN [102434],standard
1857.2,IBUTILIDE FUMARATE 1 MG/10ML IV SOLN [102434],standard
5865,ICAST STENT ,standard
55990,ICD ,standard
53320,ICD ,standard
53585,ICD ,standard
51855,ICD BIV ,standard
47595,ICD BIV ,standard
51990,ICD BIV 1 ,standard
46655,ICD BIV 3 ,standard
"52,785.00",ICD BIV 4 ,standard
51990,ICD BIV 5 ,standard
"51,725.00",ICD BIV RESONATE ,standard
35990,ICD DUAL CHAMBER ,standard
38505,ICD DUAL CHAMBER ,standard
40420,ICD DUAL CHAMBER ,standard
"37,325.00",ICD DUAL CHAMBER 1 ,standard
34660,ICD DUAL CHAMBER 2 ,standard
33995,ICD DUAL CHAMBER 3 ,standard
37325,ICD DUAL CHAMBER 4 ,standard
36660,ICD DUAL CHAMBER 5 ,standard
38510,ICD DUAL CHAMBER WITH CELL ADAPTER ,standard
"31,355.00",ICD DX INTICA ,standard
30810,ICD DYNAGEN ,standard
47795,ICD ILIVIA SYSTEM ,standard
"11,730.00",ICD LEAD ,standard
3800,ICD LEAD BIV ,standard
36530,ICD PRO MRI DUAL CHAMBER ,standard
37590,ICD SINGLE CHAMBER ,standard
39790,ICD SINGLE CHAMBER ,standard
"35,190.00",ICD SINGLE CHAMBER 1 ,standard
"31,990.00",ICD SINGLE CHAMBER 2 ,standard
36525,ICD SINGLE CHAMBER 3 ,standard
35990,ICD SINGLE CHAMBER 4 ,standard
"34,660.00",ICD SINGLE CHAMBER 5 ,standard
31990,ICD SINGLE CHAMBER 6 ,standard
MarkUp,ICD SUPPLIES ,standard
"80,730.00",ICD-BIV ,standard
"51,855.00",ICD-BIV W/CELL ADAPTER ,standard
43990,ICD-DUAL CHAMBER ,standard
38660,ICD-DUAL CHAMBER ,standard
38660,ICD-DUAL CHAMBER ,standard
40420,ICD-DUAL CHAMBER ,standard
33325,ICD-DUAL CHMB ,standard
38925,ICD-DUAL CHMBR ,standard
"37,855.00",ICD-DUAL CHMBR ,standard
51990,ICD-OTHER THAN SGL/DUAL ,standard
43990,ICD-OTHER THAN SINGLE OR DUAL CHAMBER ,standard
1918,ICD-OTHER-GUIDANT ,standard
10130,ICD-PMKR SINGLE RATE RESP ,standard
37590,ICD-SGLE CHMBER ,standard
36525,ICD-SGLE CHMBER-GUIDANT ,standard
30660,ICD-SINGLE CHAMBER ,standard
33325,ICD-SINGLE CHAMBER ,standard
38660,ICD-SINGLE CHAMBER ,standard
"42,920.00",ICD-SINGLE CHAMBER ,standard
35190,ICD-SINGLE CHAMBER ,standard
35990,ICD-SINGLE CHMBR ,standard
457.7,IDARUBICIN HCL 10 MG/10ML IV SOLN [88242],standard
694.3,IDARUBICIN HCL 10 MG/10ML IV SOLN [88242],standard
7105.2,IDARUCIZUMAB 2.5 GM/50ML IV SOLN [164678],standard
22,IDM CMV IGG AB ,standard
108,IDM DETECT AGENT MULTI DNA ,standard
16,IDM HEP B SURFACE AG ,standard
19,IDM HEPATITIS B CORE AB TOT ,standard
22.00,IDM HEPATITIS C AB W REFLX CONF ,standard
21,IDM HIV 1 AND 2 W REFLX WEST BLOT ,standard
13.00,IDM HTLV 1 AB ,standard
7,IDM RPR SYPHILIS SEROLOGY ,standard
19,IDM TRYPANASOMA CRUZI IGM ,standard
54,IDM WEST NILE RNA-PCR ,standard
107.00,I-FOBT BLOOD OCCULT FECAL QUAL ,standard
108.00,I-FOBT BLOOD OCCULT FECAL SCRN ,standard
463.1,IFOSFAMIDE 3 G IV SOLR [10249],standard
463.1,IFOSFAMIDE 3 G IV SOLR [10249],standard
244,IGF BINDING PROTEIN 1 ,standard
39,IGF BINDING PROTEIN-3 ,standard
28.00,IGF-1 ,standard
139.00,IGG 1 2 3 OR 4 EACH ,standard
35,IGG CSF ,standard
818,IGH-BLC2 FUSION BY FISH ,standard
275,IIP INFLU IMMUNE PLASMA ,standard
3300,ILEOSCOPY ,standard
3300,ILEOSCOPY VIA STOMA DIAGNOSTIC ,standard
3300,ILEOSCOPY VIA STOMA W/BIOPSY ,standard
"15,045.00",ILEOSCOPY VIA STOMA W/STENT PLCMT ,standard
"2,980.00",ILEOSCOPY VIA STOMA W/TRANSENDO BAL DIL ,standard
4470,ILEOSCOPY W/CONTROL BLEEDING ,standard
7995,ILIAC ARTERY ANGIOGRAM S&I ,standard
30415,ILIAC ARTERY ATHERECTOMY+S&I ,standard
MarkUp,ILLUMINATOR SURGICAL ,standard
65.4,ILOPERIDONE 2 MG PO TABS [102052],standard
573,ILOPROST 10 MCG/ML IN SOLN [40413],standard
989,IMAGE GUIDANCE SYS - IGS ,standard
337.1,IMATINIB MESYLATE 100 MG PO TABS [32979],standard
1214.7,IMATINIB MESYLATE 400 MG PO TABS [36092],standard
3,IMATINIB MESYLATE 50 MG PO TAB (INPATIENT) [402851],standard
"6,210.00",IMG FLUID COLL BY CATH PERI/RETRO PERQ ,standard
"4,575.00",IMG FLUID COLL BY CATH PERI/RETRO TRNSVAG/TRNSREC ,standard
1515,IMG FLUID COLL BY CATH SOFT TISS PERQ ,standard
"4,575.00",IMG FLUID COLL BY CATH VISC PERQ ,standard
6539.1,IMIGLUCERASE 400 UNITS IV SOLR [26431],standard
6539.1,IMIGLUCERASE 400 UNITS IV SOLR [26431],standard
160,IMIPENEM CONCENTRATION ,standard
63,IMIPENEM-CILASTATIN 500 MG IV SOLR [9603],standard
63,IMIPENEM-CILASTATIN 500 MG IV SOLR [9603],standard
160.3,IMIPENEM-CILASTATIN 500 MG IV SOLR [9603],standard
3,IMIPRAMINE HCL 10 MG PO TABS [3860],standard
3,IMIPRAMINE HCL 25 MG PO TABS [3861],standard
4.4,IMIPRAMINE HCL 50 MG PO TABS [3862],standard
22.5,IMIQUIMOD 5 % EX CREA [20718],standard
415,IMMUCOR DX RHD RHCE BY DNA ,standard
41.00,IMMUNE CELLS-UNLISTED ANTIGEN ,standard
41,IMMUNE CELLS-UNLISTED ANTIGEN ,standard
2357.6,IMMUNE GLOBULIN (HUMAN) 6 G IV SOLR [29898],standard
5004,IMMUNE GLOBULIN 10% PO LIQD [403578],standard
3763.2,IMMUNE GLOBULIN HUMAN (FLEBOGAMMA DIF) 10 GM/100ML IV UF [129640],standard
7259.7,IMMUNE GLOBULIN HUMAN (GAMMAGARD S/D) 10 GM IV SOLR UF [403623],standard
6358.3,IMMUNE GLOBULIN HUMAN (GAMMAGARD S/D) 10 GM IV SOLR UF [403623],standard
5416.5,IMMUNE GLOBULIN HUMAN (GAMMAGARD) 10 GM/100ML IV UF [129641],standard
4572.4,IMMUNE GLOBULIN HUMAN (GAMUNEX-C) 10 GM/100ML IV UF [403611],standard
5649.4,IMMUNE GLOBULIN HUMAN (PRIVIGEN) 100 MG/ML IV INPATIENT UF [409214],standard
2838.8,IMMUNE GLOBULIN HUMAN (PRIVIGEN) 100 MG/ML IV UF [403610],standard
65,IMMUNGLOBULIN A (IGA) ,standard
92,IMMUNOASSAY ANALY QUANT MELATONIN ,standard
222,IMMUNOASSAY ANALYTE- MULTISTEP NON-AB ,standard
28,IMMUNOASSAY ANTIBODY ,standard
28,IMMUNOASSAY NONANTIBODY ,standard
153.00,IMMUNOASSAY NONINFECT AB OR AG ,standard
91.00,IMMUNOASSAY QUANT NOS NONAB ,standard
78.00,IMMUNOASSAY TUMOR OTHER ,standard
175.00,IMMUNOFIXATION (IFE) SERUM ,standard
199.00,IMMUNOFIXATION (IFE) URINE/FLUID ,standard
175,IMMUNOFIXATION IFE BET2TB ,standard
198,IMMUNOFIXATION IFE UR BET2BT ,standard
767.00,IMMUNOFLUORESCENT 1ST STAIN ,standard
767,IMMUNOFLUORESCENT 1ST STAIN  DIRECT SKIN ,standard
390,IMMUNOFLUORESCENT ADD'L STAIN ,standard
65,IMMUNOGLOB (G-A-M) ,standard
65,IMMUNOGLOB G-CSF ,standard
65.00,IMMUNOGLOB-EACH-G A AND M ,standard
48.00,IMMUNOGLOBULIN D SERUM ,standard
343,IMMUNOGLOBULIN IGE ,standard
355,IMMUNOGLOBULIN IGE ,standard
767.00,IMMUNOHISTO ANTIBODY SLIDE ,standard
767.00,IMMUNOHISTOCHEMISTRY EA AB 1ST SLIDE ,standard
559,IMMUNOHISTOCHEMISTRY EA AB 1ST SLIDE ,standard
MarkUp,IMP NEUROSTI PLS GN ANY TYPE ,standard
350,IMP PROBE-INFUSED-GASTRIC-ESOP ,standard
53320,IMPELLA 2.5 ,standard
66650,IMPELLA 4.0 ,standard
875,IMPELLA CONNECTOR CABLE ,standard
638.00,IMPELLA PURGE CASSETTE ,standard
MarkUp,IMPLANT BREAST ,standard
MarkUp,IMPLANT CHIN ,standard
MarkUp,IMPLANT ECLIPSE SHLDER IDE#G110128 ,standard
MarkUp,IMPLANT ELBOW ,standard
MarkUp,IMPLANT FACIAL ,standard
MarkUp,IMPLANT JOINT HAND ,standard
MarkUp,IMPLANT MANDIBULAR ,standard
MarkUp,IMPLANT NASAL ABSORBABLE ,standard
MarkUp,IMPLANT PENILE ,standard
MarkUp,IMPLANT PENILE NON-INFLATABLE ,standard
MarkUp,IMPLANT SPHINCTER & ACCESSORIE ,standard
27415,IMPLANT TCAT PULM VLV PERQ ,standard
MarkUp,IMPLANT TESTICULAR ,standard
MarkUp,IMPLANT UROLIFT EACH ,standard
285,IMPLANTABLE TISSUE MARKER ,standard
3565,IMRT DLVR CMPLX ,standard
3300,IMRT DLVR SIMPLE ,standard
1181.4,IMUNE GLOBULIN HUMAN (OCTAGAM) 100 MG/ML IV UF [405977],standard
2910.9,IMUNE GLOBULIN HUMAN (OCTAGAM) 100 MG/ML IV UF [405977],standard
5793.6,IMUNE GLOBULIN HUMAN (OCTAGAM) 100 MG/ML IV UF [405977],standard
368.00,IN SITU HYBRIDIZATION EA PROBE ,standard
1126,IN-111 OXINE ,standard
6219,IN-111 PROSTASCINT ,standard
22.00,INCENTIVE SPIROMETER UNIT ,standard
5230,INCIS & REMOVE FB SUBQ COMPLICATE ,standard
970.00,INCIS & REMOVE FB SUBQ SIMPLE ,standard
490,INCISION & DRAINAGE LIP ABSCESS ,standard
1225,INCISION OF EARDRUM ,standard
"1,830.00",INCISION OF HEART SAC ,standard
6205,INCISION OF URETHRA ,standard
"2,735.00",INCISION OF WINDPIPE ,standard
893.5,INCOBOTULINUMTOXINA 100 UNITS IM SOLR [135961],standard
453.1,INCOBOTULINUMTOXINA 50 UNITS IM SOLR [135960],standard
60,"INCONTINENT BAG STD 12 """,standard
825,INCS THROMBOSED HEMORRHOID EXT ,standard
4.3,INDAPAMIDE 1.25 MG PO TABS [10264],standard
4.7,INDAPAMIDE 2.5 MG PO TABS [3879],standard
2755,INDIGO ASPIRATION SEPERATOR 6 ,standard
1340,INDIGO ASPIRATION TUBING ,standard
4820,INDIGO CAT6 ASPIRATION CATHETER ,standard
4945,INDIGO CATRX KIT PENUMBRA ,standard
46.7,INDIGOTINDISULFONATE SODIUM 8 MG/ML IJ SOLN [10265],standard
45.1,INDIGOTINDISULFONATE SODIUM 8 MG/ML IJ SOLN [10265],standard
4.6,INDINAVIR SULFATE 200 MG PO CAPS [16644],standard
9.2,INDINAVIR SULFATE 400 MG PO CAPS [16645],standard
185.00,INDIV OCCUPATIONAL THERAP ,standard
275,INDIVIDUAL THERAPY 20-30MIN ,standard
275.00,INDIVIDUAL THERAPY 30MIN ,standard
385.4,INDOCYANINE GREEN 25 MG IV SOLR [10266],standard
385.4,INDOCYANINE GREEN 25 MG IV SOLR [10266],standard
3,INDOMETHACIN 25 MG PO CAPS [3897],standard
3210.9,INDOMETHACIN 25 MG/5ML PO SUSP [3900],standard
3,INDOMETHACIN 50 MG PO CAPS [3898],standard
306,INDOMETHACIN 50 MG RE SUPP [3901],standard
2167.3,INDOMETHACIN SODIUM 1 MG IV SOLR [10267],standard
2110.9,INDOMETHACIN SODIUM 1 MG IV SOLR [10267],standard
2167.3,INDOMETHACIN SODIUM 1 MG IV SOLR [10267],standard
7995,INDUCED ABORTION ,standard
2375,INDUCTION ARRHYTHMIA VIA PACNG ,standard
2725,INF EPI CERV/THOR W/IMAGING ,standard
2725,INF EPI LUMB/SAC W/IMAGING ,standard
170,INF THER/PROP/DIAG ADD SEQ TO 1HR ,standard
215.00,INF THER/PROP/DIAG CONCURRENT ,standard
110,INF THER/PROP/DIAG EACH ADD HR ,standard
665,INF THER/PROP/DIAG INIT UP TO 1HR ,standard
360.00,INFANT HEARING SCREEN TEST-NSG ,standard
210.00,INFANT HEARING SCREENING AUTO ,standard
360.00,INFANT HEARING SCREENING TEST ,standard
"1,515.00",INFANT LUNG VOLUMES LT 2 YEARS ,standard
70,INFANT PATIENT RETURN ELECTROD ,standard
475,INFANT SPIROMETRY LT 2 YEARS ,standard
840,INFANT SPIROMETRY PRE/POST LT 2 YEARS ,standard
148,INFL DEV W/ VACLOK SYRINGE ,standard
138,INFLATION DEVICE ,standard
MarkUp,INFLATION DEVICE ,standard
91.00,INFLIXIMAB ,standard
4750.9,INFLIXIMAB 100 MG IV SOLR [23796],standard
91,INFLIXIMAB/HACA MEASUREMENT ,standard
81,INFLUENZA A/B AG EIA ,standard
105.6,INFLUENZA VAC SPLIT QUAD 0.25 ML IM SUSY [151420],standard
95.80,INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSY [161247],standard
95.8,INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSY [161247],standard
95.8,INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSY [161247],standard
95.8,INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSY [161247],standard
70,INFUSING TUBING ,standard
440,INFUSION IV HYDRATE 31 MINS - 1HR ,standard
110,INFUSION IV HYDRATE EACH ADD HR ,standard
745,INFUSION OF RADIOELEMENT ,standard
215,INFUSION THERAPY CONCUR ,standard
400,INFUSION-HYDRATION-1ST HR ,standard
110,INFUSION-HYDRATION-EA ADD HR ,standard
665,INFUSION-THERAPY-1ST HR ,standard
110,INFUSION-THERAPY-EA ADD HR ,standard
110,INFUSION-THERAPY-EA ADD HR ,standard
375,INFUVITE ADULT IV INJ [139168],standard
92.2,INFUVITE PEDIATRIC IV SOLN [38445],standard
682.4,INFUVITE PEDIATRIC IV SOLN [38445],standard
58.00,INHIBIN A DIMERIC ,standard
455,INITIAL PROGRAMMING OSSEOINTEGRATED ,standard
420,INITIAL TREATMENT 1ST DEGREE BURN ,standard
355,INJ ANES AGENT FACIAL NERVE ,standard
880,INJ ANES AGENT TRIGEMINAL NERVE ,standard
1140,INJ ANES NERVE BLOCK OTHER ,standard
620,INJ ANKLE ARTHROGRAM ,standard
5020,INJ AORTOGRAM (A O ROOT) ,standard
4495,INJ ASPIR KIDNEY OR RENAL PEL ,standard
2065,INJ ASPIR THYROID CYST ,standard
3595,INJ BIOPSY ABDOMEN/RETROPERIT ,standard
6865,INJ BIOPSY BONE DEEP ,standard
4250,INJ BIOPSY BONE SUPERFICIAL ,standard
6210,INJ BIOPSY KIDNEY PERC ,standard
3595,INJ BIOPSY LUNG PERC NEEDLE ,standard
4575,INJ BIOPSY MUSCLE ,standard
3595,INJ BIOPSY NODES SUPERFICIAL ,standard
3595,INJ BIOPSY PANCREAS PERC NEEDL ,standard
2065,INJ BIOPSY THYROID PERC ,standard
10710,INJ BX BREAST INCISIONAL ,standard
5020,INJ CONG CARDIAC CATH ADD-ON ,standard
495,INJ CONT G/COLON TUBE PERC ,standard
"1,030.00",INJ CONTR ABSCESS/CYST ASSESS ,standard
980,INJ CONTRAST/EVAL VENOUS ACC ,standard
560,INJ CYSTOGRAM/VOID URETHROGRM ,standard
4790,INJ DISKOGRAPH CERV THORAC ,standard
580,INJ DISKOGRAPHY LUMBAR ,standard
640,INJ ELBOW ARTHROGRAM ,standard
2135,INJ EPI CERV/THOR W/IMAGING ,standard
2135,INJ EPI CERV/THOR W/O IMAGING ,standard
2135,INJ EPI LUMB/SAC W/IMAGING ,standard
2135,INJ EPI LUMB/SAC W/O IMAGING ,standard
1850,INJ EPIDURAL BLOOD PATCH ,standard
1850,"INJ EPIDURAL, BLOOD/CLOT PATCH ",standard
495.00,INJ EXISTING GI CATH ,standard
2095,INJ FACET CERV/THOR 2ND LEVEL ,standard
690,INJ FACET CERV/THOR ANY ADDL LVLS ,standard
"4,000.00",INJ FACET CERV/THOR SINGLE LEVEL ,standard
2095,INJ FACET LUMB/SACR 2ND LEVEL ,standard
2095,INJ FACET LUMB/SACR ANY ADDL LVLS ,standard
4000,INJ FACET LUMB/SACR SINGLE LEVEL ,standard
3830,INJ FACET W/ FLUORO C/T-BILAT ,standard
3830,INJ FACET W/ FLUORO L/S-BILAT ,standard
3830,INJ FACET WITH FLUORO C/T ,standard
3830,INJ FACET WITH FLUORO L/S ,standard
"9,110.00",INJ FOR CHOLANGIOGRAM EXIST ACCESS ,standard
"8,405.00",INJ FOR CHOLANGIOGRAM NEW ACCESS ,standard
620,INJ FOR CONTRST ARTHROG KNEE ENHANCED CT/MRI ,standard
2545,INJ FORAMIN EPI L/S ,standard
2395,INJ FORAMIN EPI L/S - BILAT ,standard
2545,INJ FORAMIN EPI T/S ,standard
2545,INJ FOREMN EIPD LUM/SAC SGL LEV ,standard
1450,INJ FOREMN EPID CER/THOR EA AD LV ,standard
2545,INJ FOREMN EPID CER/THOR SGL LEV ,standard
1450,INJ FOREMN EPID LUM/SAC EA AD LV ,standard
545,INJ HIP ARTHRO W/ANES ,standard
640,INJ HIP FOR ARTHROGRAM W/O ANES ,standard
5020,INJ LV/LA ANGIO +S&I ADD-ON ,standard
325,INJ LYMPHANGIOGRAM ,standard
250.00,INJ MAMM DUCTO/GALACTO ,standard
830,INJ MYELOGRAM LUMBAR  (NO C1-2) ,standard
830.00,INJ MYELOGRAM LUMBAR (NO C1-2) ,standard
2870,INJ NB SUP HYPOGASTRIC PLEXUS ,standard
825,INJ NERVE PLANTAR COMMON DIGIT ,standard
800,INJ PERITONEAL CAVITY CONTR ,standard
"2,140.00",INJ PROC NFROSGRAM & URTRGRM EXIST ACCESS ,standard
4675,INJ PULMONARY ANGIO ,standard
325,INJ RETRO URETHROCYSTOGRAM ,standard
2065,INJ SACROILIAC ANESTH-BILAT ,standard
2065,INJ SACROILIAC ANESTHETIC ,standard
"2,065.00",INJ SACROILIAC ANESTHETIC ,standard
4675,INJ SELECT RV/RT ATRIAL ANGIO ,standard
545,INJ SHOULDER ARTHROGRAM ,standard
505,INJ SINUS TRACT DIAG SINOGRAM ,standard
1060,INJ SPHENOPALATINE GANGLION ,standard
460,INJ SPIDER VEINS LIMB/TRUNK ,standard
195,INJ SPLENOPORTOGRAPHY ,standard
2395,INJ STELLATE GANGLION ,standard
880,INJ TENDON ORIGIN/INSERT ,standard
880,INJ TENDON SHEATH/LIG/CYST ,standard
880.00,INJ TENDON/LIGAMENT ,standard
160.00,INJ THER/PROP/DX NEW DRUG ADD-ON ,standard
185,INJ THER/PROP/DX SAME DRUG ADD-ON ,standard
970,INJ THERAPY MULT VEINS ,standard
880,INJ TRIGGER POINT 1-2 MUSCLE GRPS ,standard
870,INJ TRIGGER POINT 3/+ MUSCLE GRPS ,standard
1770,INJ TX PSEUDOANEURYSM ,standard
370,INJ URETEROGRAPHY ,standard
355,INJ VENOGRAM ,standard
925,INJ VISUAL URETER/ILEAL COND ,standard
650,INJ WRIST ARTHROGRAM ,standard
880,INJ/ASP GANGLION CYST ANY LOC ,standard
60,INJECT 8 SYRINGE ,standard
880,"INJECT NERV BLCK,GREAT OCCIPTL ",standard
295.00,INJECT PREVIOUS PLACED SHUNT ,standard
440,INJECTION INTRA ARTERIAL ,standard
2545,INJECTION LUMBAR/THORACIC ,standard
5520,INJECTION NONCOMPOUND FOAM SCLEROSANT MULTIPLE VEIN W/ULTRASOUND ,standard
5520,INJECTION NONCOMPOUND FOAM SCLEROSANT SINGLE VEIN ,standard
170,INJECTION SC OR IM ,standard
420,INJECTION SKIN LESIONS > 7 ,standard
335,INJECTION SKIN LESIONS UP TO 7 ,standard
440.00,INJECTION THER/PROP/DIAG IV PUSH ,standard
MarkUp,INJECTOR CONTRAST ,standard
MarkUp,INJECTOR OPHTHALMIC ,standard
75651,INOTUZUMAB OZOGAMICIN 0.9 MG IV SOLR CUSTOM UF [408234],standard
6020,INPACT ADMIRAL DRUG COATED BALOON CATH ,standard
1330,IN-PATIENT CHRONIC DIALYSIS ,standard
475.00,INPT AUD EVOK POTENT-LIMIT-NSG ,standard
"12,560.00",INS CATH REN ART 1ST BILAT ,standard
"12,560.00",INS CATH REN ART 1ST UNILAT ,standard
"16,645.00",INS ENDOVAS VENA CAVA FILTR ,standard
380.00,INS FOLEY CATH TEMP SIMPLE ,standard
"4,230.00",INS PEG W/CONT INJ FLUORO/RPT ,standard
"10,675.00",INS PERIPH INS CVAD PRT >=5YR ,standard
16645,INS TUNL CVAD 2 CATH W/PORT ,standard
"110,220.00",INS/REP SUBQ DEFIBRILLATOR ,standard
MarkUp,INSERT ACETABULAR ,standard
12225,INSERT BRONCHIAL VALVE INITL ,standard
475,INSERT CATH FOLEY TEMP INDWL COMP ,standard
2600,INSERT CATH PLEURO W/ IMAGE ,standard
4935,INSERT CATH PLEURO W/O IMAGE ,standard
380,INSERT CATH STRAIGHT NON-INDWELL ,standard
"17,255.00",INSERT HEPATIC SHUNT (TIPS) ,standard
"4,425.00",INSERT IAB ASSIST DEVICE PERCUT ,standard
57720,INSERT ID GEN ONLY SNG LD EXIST ,standard
26400,INSERT LEAD ONLY-DUAL PPM/ID ,standard
21120,INSERT LEAD ONLY-SINGLE PPM/ID ,standard
23230,INSERT LV LEAD ,standard
4160,INSERT NONTUNNEL CV CATH >=5 YRS ,standard
"4,115.00",INSERT PICC NO PORT/PUMP <5YRS ,standard
"4,160.00",INSERT PICC NO PORT/PUMP >=5YR ,standard
8405,INSERT PLEURAL CATHETER ,standard
21120,"INSERT PMK GEN ONLY, SNG LD EXIST ",standard
28180,"INSERT PMK GEN ONLY,DUAL LD EXIST ",standard
"28,180.00",INSERT PPM W/TV A AND V LEAD ,standard
"28,180.00",INSERT PPM W/TV VENTR LEAD ,standard
29415,INSERT PULSE GEN MULT LEADS ,standard
24795,INSERT SUBQ CARD RHYTHM MNTR W/PRGRMG ,standard
MarkUp,INSERT TIBIAL ,standard
10675,INSERT TUNNEL CVC NO PORT >=5 YRS ,standard
4285,INSERT VAD ART ACCESS ONLY ,standard
1040,INSERT VAG AFTERLOADING APP ,standard
95525,INSERT/REPL ID SYSTEM W/LEAD(S) BIV ,standard
95525,INSERT/REPL ID SYSTEM W/LEAD(S) BIV ,standard
95525,INSERT/REPL ID SYSTEM W/LEAD(S) BIV ,standard
475.00,INSERTION ARTERIAL LINE ,standard
6595,INSERTION BRONCHIAL VALVE EA ADDL LOBE ,standard
4425,INSERTION IMPELLA 2.5 ,standard
15745,INSERTION PACEMAKER TEMP SINGLE ,standard
"4,115.00",INSERTION PICC W/RS&I<5 ,standard
4160,INSERTION PICC W/RS&I>5 ,standard
5375,INSERTION SUPRAPUBIC CATH ,standard
60.00,INSERTION TOOL ,standard
24795,INSERTION WRLS CAR STIMULATOR LV PACG COMPL SYS ,standard
10730,INSERTION WRLS CAR STIMULATOR LV PACG ELTRD ONLY ,standard
