Facility,Description - UPPERCASE,Unit Price
Cooper Service Area,IMPLANT SHELL 50MM W/ MULT HL POR TRAB MTL/MOD ACETABULR SYS [00620205020],"$5,335.00"
Cooper Service Area,IMPLANT SHELL 55MM MULTIPOLAR BP CUP [00500105500],"$1,455.00"
Cooper Service Area,IMPLANT SHELL 56MM OD PINNACLE GRIPTION ACETABULR SECTOR [1217-32-056],"$5,335.00"
Cooper Service Area,IMPLANT SHELL 58MM OD W/ LINER R3 MULTI HL HEMI STIKITE COAT [71338668],"$6,402.00"
Cooper Service Area,IMPLANT SHELL BP CUP 42MM OD MULTIPOLAR [00500104200],"$1,455.00"
Cooper Service Area,IMPLANT SHELL CH SZ 60MM F HMSPHR [502-03-60F],"$5,335.00"
Cooper Service Area,IMPLANT SHELL G7 3HL POR PLSM ACETABULR [010000667],"$4,607.50"
Cooper Service Area,IMPLANT SHELL HMSPHR CH 58MM  [502-03-58F],"$5,335.00"
Cooper Service Area,IMPLANT SHELL REV 54MM 48 LINR PNCL ACETABULR [1217-17-054],"$19,307.85"
Cooper Service Area,IMPLANT SHELL SZ 62MM CDE G TRITANIUM HMSPHR CH [502-03-62G],"$5,335.00"
Cooper Service Area,IMPLANT SHELL SZ 64MM CDE G TRDNT TRITANIUM HMSPHR [509-02-64G],"$13,213.83"
Cooper Service Area,IMPLANT SHELL SZE 56MM ALPH CDE 4 TRITANIUM HMSPHR CH [502-03-56E],"$5,335.00"
Cooper Service Area,IMPLANT SHELL W/ CH 52MM POR TRAB MTL MOD ACETABULR SYS [00620205222],"$4,607.50"
Cooper Service Area,IMPLANT SHL 60MM CUP SZ TRB  [007000006020],"$14,501.50"
Cooper Service Area,IMPLANT SHL 62MM CUP SZ TRB MTL ACETABULR REV [00700006220],"$14,501.50"
Cooper Service Area,IMPLANT SHLDR 55MM THKNS 24MM DL RDS HUM HD DIA [R5350-5524],"$5,577.50"
Cooper Service Area,IMPLANT SIGMA FEM SX 2.5 LT POST STAB LUGGED CMNTD [1960-68-500],"$5,335.00"
Cooper Service Area,IMPLANT SIL ORBT 17MM  [S6-1017U],$218.25
Cooper Service Area,IMPLANT SIL ORBT 18MM  [S6-1018U],$218.25
Cooper Service Area,IMPLANT SIL ORBT 19MM  [S6-1019U],$218.25
Cooper Service Area,IMPLANT SIL ORBT 20MM  [S6-1020U],$218.25
Cooper Service Area,IMPLANT SINUS HYPROCURE SZ 6 TARSI [HYP-06],"$4,850.00"
Cooper Service Area,IMPLANT SINUS HYPROCURE SZ 7 TARSI [HYP-07],"$4,850.00"
Cooper Service Area,IMPLANT SINUS HYPROCURE SZ 9 TARSI [HYP-09],"$4,850.00"
Cooper Service Area,IMPLANT SINUS PROPEL  [70011],"$4,122.50"
Cooper Service Area,IMPLANT SINUS PROPEL CONTOUR  [50011],"$4,122.50"
Cooper Service Area,IMPLANT SINUS PROPEL MINI  [60011],"$4,122.50"
Cooper Service Area,IMPLANT SKULL CSTM TI  [SD420.540],"$57,949.26"
Cooper Service Area,IMPLANT SLEEVE CMPR CNTR 13MM  [178535],"$1,760.55"
Cooper Service Area,IMPLANT SLEEVE CMPR CNTR 14MM  [178536],"$1,760.55"
Cooper Service Area,IMPLANT SLIDING CORE 10MM  [400-144F],"$6,431.10"
Cooper Service Area,IMPLANT SLV +0MM ADPTR TO DIST FEM [1987-06-000],"$3,679.70"
Cooper Service Area,IMPLANT SM 3MM OXFORD PART KN SYS ANAT MNSCL BRNG RT MDL [159568],"$5,335.00"
Cooper Service Area,IMPLANT SM CANN PHALINX  [45301002],"$3,894.55"
Cooper Service Area,IMPLANT SM VBR 14X16-25MM 6D ANG TI [CS2250-14-16-6],"$65,572.00"
Cooper Service Area,IMPLANT SM VBR 16MMX16-25MM TI  [CS2250-16-16],"$68,676.00"
Cooper Service Area,IMPLANT SMTH KN SYS W/ SCR 16X40MM [145006],"$6,775.45"
Cooper Service Area,IMPLANT SPACER 13X145MM STG ONE SLCT HP [431192],"$5,841.83"
Cooper Service Area,IMPLANT SPACER 9X125MM HP STM CMNT MOLD W/ REINF [431190],"$5,841.83"
Cooper Service Area,IMPLANT SPACER CERVICAL W/PLUG  [CS6LORWP],"$5,844.25"
Cooper Service Area,IMPLANT SPACER HP 52MM HD STG ONE SLCT MLD [431182],"$4,668.13"
Cooper Service Area,IMPLANT SPADE TIP DRL PIN W/ CLS EYELET [AR-1595TC],$606.25
Cooper Service Area,IMPLANT SPCR HP 6MM SS STG 1 SLCT [431188],"$1,173.70"
Cooper Service Area,IMPLANT SPCR MLD 75X57MM STAGE ONE CEMENT [432175],"$7,549.03"
Cooper Service Area,IMPLANT SPCR MLD 80X48MM KN TIB STAGE ONE CEMENT [433180],"$3,601.13"
Cooper Service Area,IMPLANT SPEEDBRDGE 4.75X19.1MM SYS W/ BCMP SWIVELOCK [AR-2600SBS-4],"$8,439.00"
Cooper Service Area,IMPLANT SPINDLE SM 38MM 600LBF POR COAT CMPR HA ANTI-ROT [178354],"$17,578.83"
Cooper Service Area,IMPLANT ST APG SYNV RASP LG +5 LINV [223000264],"$1,057.30"
Cooper Service Area,IMPLANT STB HUM HD 45MMX17MM  [DWG046],"$5,577.50"
Cooper Service Area,IMPLANT STB HUM HD 48X16MM  [DWG048],"$5,577.50"
Cooper Service Area,IMPLANT STD HUM HD SZ 44X18MM  [1100-44-510],"$5,577.50"
Cooper Service Area,IMPLANT STD STM SZ 4 RHEAD RDL  [RHA-S4],"$13,476.02"
Cooper Service Area,IMPLANT STEM 10MMX120MM OSS SPLINED POR PLSM [151856],"$9,309.58"
Cooper Service Area,IMPLANT STEM 10X140MM TY 1 TPR TAPERLOC CMPLT PRIM FEM POR [51-104100],"$11,155.00"
Cooper Service Area,IMPLANT STEM 11MM X 127MM MRS TIBIAL MODULE SECTION [6485-6-511],"$14,317.98"
Cooper Service Area,IMPLANT STEM 11MMX150MM OSS INTERLOCK STR W/ SCR [150485],"$8,215.90"
Cooper Service Area,IMPLANT STEM 11MMX75MM MOD W/ SCR [211262],"$15,934.58"
Cooper Service Area,IMPLANT STEM 11X127MM CRVD CMNTD [6485-3-711],"$19,960.76"
Cooper Service Area,IMPLANT STEM 11X127MM MRS FEM INTERCALARY [6485-3-211],"$13,198.26"
Cooper Service Area,IMPLANT STEM 11X127MM MRS STR CMNTD [6485-3-011],"$19,960.76"
Cooper Service Area,IMPLANT STEM 12/14 NK SZ 16.25 M/L TPR HP PROS FEM [00771101600],"$11,155.00"
Cooper Service Area,IMPLANT STEM 12X122MM SHLDR PRM STD LNG POR COAT [113652],"$16,975.00"
Cooper Service Area,IMPLANT STEM 132 DEG SZ 8 NK ANG HP [6051-0830S],"$11,155.00"
Cooper Service Area,IMPLANT STEM 132.5DEG 82MM SZ 5B HUM STD PTC [DWF605B],"$15,035.00"
Cooper Service Area,IMPLANT STEM 13MM LAT TAPERLOC  [51-104130],"$11,155.00"
Cooper Service Area,IMPLANT STEM 13X146MM TY 1 TPR STD OFST CMPLT PRIM FEM POR [51-103130],"$11,155.00"
Cooper Service Area,IMPLANT STEM 14MM X 80MM ALPH CDE C COBALT CHROME [6478-6-399],"$4,030.59"
Cooper Service Area,IMPLANT STEM 14MMX100MM NEXGEN CMPLT KN SOL XTN OFST [00598802014],"$7,762.43"
Cooper Service Area,IMPLANT STEM 14X148MM FEM DIST TYPE 1 TPR TAPERLOC REDUCED [51-103140],"$11,155.00"
Cooper Service Area,IMPLANT STEM 15MM X 155MM STG ONE MLD W/REINFORCEMENT [431193],"$5,841.83"
Cooper Service Area,IMPLANT STEM 17X150MM W/ LCKNG SCREW STR TPR SPLINED DIST [11-300817],"$16,591.85"
Cooper Service Area,IMPLANT STEM 18X13X160 36 STD NK S-ROM TOTAL HIP SYS FEM [52-3418],"$9,215.00"
Cooper Service Area,IMPLANT STEM 20.0X160MM MOD LAT TAPERLOC R FEM POR COAT [11-103210],"$11,155.00"
Cooper Service Area,IMPLANT STEM 20X160MM HI OFST TY 1 PRM FEM POR COAT RDC DIST [51-104200],"$11,155.00"
Cooper Service Area,IMPLANT STEM 20X160MM TAPERLOC PRM FEM POR COAT RDC DIST [51-103200],"$11,155.00"
Cooper Service Area,IMPLANT STEM 25X250MM SZ 5 LT TPR C-TPR OMNIFIT CMNTD LNG [6088-0525-250L],"$22,940.50"
Cooper Service Area,IMPLANT STEM 40X155MM SZ 11 RSTR HA-HP TPR C-TPR [S-2651-1115],"$23,069.03"
Cooper Service Area,IMPLANT STEM 40X155MM SZ 12 RSTR HA-HP TPR C-TPR [S-2651-1218],"$23,069.03"
Cooper Service Area,IMPLANT STEM 5X130MM HI OFST TY 1 TPR TAPERLOC COMP PRM FEM [51-101050],"$11,155.00"
Cooper Service Area,IMPLANT STEM 6BX132.5DEGX115MM AEQUALIS ASCEND FLX LNG HUM [DWF616B],"$21,844.16"
Cooper Service Area,IMPLANT STEM 6X132MM TY 1 TPR CMPLT FEM POR COAT STD OFST [51-100060],"$11,155.00"
Cooper Service Area,IMPLANT STEM 7X26MM TI STR RDL  [04.402.007S],"$9,459.83"
Cooper Service Area,IMPLANT STEM 8X136MM TAPERLOC CMPLT PRIM FEM POR COAT [51-100080],"$11,155.00"
Cooper Service Area,IMPLANT STEM 9.0MM X 2.0MM  [TR-50902-S],"$9,258.65"
Cooper Service Area,IMPLANT STEM 9MMX120 MM OSS SPLINED POR PLSM [151855],"$9,309.58"
Cooper Service Area,IMPLANT STEM 9MMX150MM OSS INTERLOCK STR W/ SCR [150484],"$8,215.90"
Cooper Service Area,IMPLANT STEM 9MMX200MM STG ONE SLCT HP SPCR MOLO W/ REINF [431195],"$5,841.83"
Cooper Service Area,IMPLANT STEM 9X102MM MRS STR CMNTD REPL [6485-3-019],"$14,460.71"
Cooper Service Area,IMPLANT STEM 9X137MM HI OFST TY 1 TPR TAPERLOC CMPLT PRIM [51-104090],"$11,155.00"
Cooper Service Area,IMPLANT STEM 9X137MM TY 1 TPR TAPERLOC CMPLT PRIM FEM POR [51-103090],"$11,155.00"
Cooper Service Area,IMPLANT STEM ACROS MOD REV HP SYS STS DIST W/ LCKNG SCR [11-300816],"$16,591.85"
Cooper Service Area,IMPLANT STEM ANG 132.5D 109MM LNG PTC HUM FR T=5B [DWF615B],"$21,844.16"
Cooper Service Area,IMPLANT STEM CMNTD LNG  RT  [6088-0730-200R],"$22,940.50"
Cooper Service Area,IMPLANT STEM CNTRLZR SZ 11MM  [1376-20-000],$315.25
Cooper Service Area,IMPLANT STEM ECHO BI-METRIC COLLARLESS POR [192114],"$11,155.00"
Cooper Service Area,IMPLANT STEM EXT STR 12X100 LN NEXGEN COMPLETE KN SOL LEGACY [00598801012],"$5,948.53"
Cooper Service Area,IMPLANT STEM EXT STR 16X100 LN NEXGEN COMPLETE KN SOL LEGACY [00598801016],"$5,948.53"
Cooper Service Area,IMPLANT STEM FEM CMNTD REV CALCAR 12/14 NK TPR SZ13 170MM [00787101360],"$21,946.25"
Cooper Service Area,IMPLANT STEM FEM SZ14 149MM 12/14 NK TPR CEMENTLESS [00786401420],"$11,155.00"
Cooper Service Area,IMPLANT STEM HIP 132 DEG SZ 11 40 NCK STM 126MM TPR V40 [6720-1140],"$11,155.00"
Cooper Service Area,IMPLANT STEM HP SZ 3 200MM RT BOWED [1541-28-000],"$18,105.05"
Cooper Service Area,IMPLANT STEM HP SZ 4 35X105MM ACCOLADE II 127 DEG NK ANG [6721-0435],"$11,155.00"
Cooper Service Area,IMPLANT STEM HUM 10MM GLBL AP PRCT SHLDR [1130-10-000],"$12,852.50"
Cooper Service Area,IMPLANT STEM HUM 14MM X 110MM  [1122230],"$12,852.50"
Cooper Service Area,IMPLANT STEM HUM 6C  [DWF606C],"$15,035.00"
Cooper Service Area,IMPLANT STEM HUM 8MM GLBL AP PRCT SHLDR [113008000],"$12,852.50"
Cooper Service Area,IMPLANT STEM HUM PTC SZ 1A  [DWF601A],"$15,035.00"
Cooper Service Area,IMPLANT STEM HUM STD PTC 7A  [DWF607A],"$15,035.00"
Cooper Service Area,IMPLANT STEM HUM STD PTC 7B  [DWF607B],"$15,035.00"
Cooper Service Area,IMPLANT STEM HUM STD PTC 7C AEQUALIS ASCEND [DWF607C],"$15,035.00"
Cooper Service Area,IMPLANT STEM LPS STR 11X100MM CMNTD [1987-25-111],"$24,749.55"
Cooper Service Area,IMPLANT STEM LPS STR 9X100MM CMNTD [1987-25-109],"$24,749.55"
Cooper Service Area,IMPLANT STEM LT SZ 5 25X300MM C-TPR OMNIFIT CMNTD LNG [6088-0525-300L],"$22,940.50"
Cooper Service Area,IMPLANT STEM LT SZ 7 30X200MM C-TPR OMNIFIT CMNTD LNG [6088-0730-200L],"$22,940.50"
Cooper Service Area,IMPLANT STEM MLD 13X200MM W/ REINF STG 1 SLCT HP SPCR [433197],"$6,523.25"
Cooper Service Area,IMPLANT STEM OSS 63MM 10X160MM NON-MOD LNG TIB [150419],"$16,298.43"
Cooper Service Area,IMPLANT STEM OSS 67MM 60X20MM NON-MOD SHRT TIB STD,"$15,711.58"
Cooper Service Area,IMPLANT STEM SHLDR SYS HUM FX W/PPS 4MM [12-113554],"$16,975.00"
Cooper Service Area,IMPLANT STEM STD PTC HUM SZ 4B ANG 132.5DEG 78MM [DWF604B],"$15,035.00"
Cooper Service Area,IMPLANT STEM STD PTC HUM SZ 6B ANG 132.5DEG 86MM [DWF606B],"$15,035.00"
Cooper Service Area,IMPLANT STEM SZ 10 113MM GLBL UNITE STD [1100-10-100],"$12,852.50"
Cooper Service Area,IMPLANT STEM SZ 10 40X123MM V40 ACCOLADE 127 NK ANG HP [6721-1040],"$11,155.00"
Cooper Service Area,IMPLANT STEM SZ 12 GLBL UNITE STD [110012100],"$12,852.50"
Cooper Service Area,IMPLANT STEM SZ 16 140MM TSA MOD HUM REUNION [5569-P-2016],"$12,852.50"
Cooper Service Area,IMPLANT STEM SZ 5C 137.5 82MM STD PTC HUM [DWF605C],"$15,035.00"
Cooper Service Area,IMPLANT STEM SZ 6 35X111MM V40 ACCOLADE II 127DEG NK ANG HIP [6721-0635],"$11,155.00"
Cooper Service Area,IMPLANT STEM SZ 7 37X114MM TPR V40 ACLD II 132DEG NK ANG HP [6720-0737],"$11,155.00"
Cooper Service Area,IMPLANT STEM SZ 8B 132.5D 94MM STD PTC HUM [DWF608B],"$15,035.00"
Cooper Service Area,IMPLANT STEM SZ 9 37X120MM V40 ACCOLADE 127 NK ANG HP [6721-0937],"$11,155.00"
Cooper Service Area,IMPLANT STEM UNV FLTD 75X14MM  [867414],"$7,527.20"
Cooper Service Area,IMPLANT STEM UNV FLUT 115X24MM  [86-7435],"$7,527.20"
Cooper Service Area,IMPLANT STEM W/ SCR 7.0X26MM BOND COAT [11-210062],"$9,685.45"
Cooper Service Area,IMPLANT STEM W/ SCR 9MMX30MM BOND COAT [11-210064],"$9,685.45"
Cooper Service Area,IMPLANT STEM XTD 15X80MM CDE R  [6478-6-400],"$4,030.59"
Cooper Service Area,IMPLANT STEPTECH APG 48+3MM LT  [113048993],"$26,117.25"
Cooper Service Area,IMPLANT STM 132D SZ 9 40X140MM CMNTD HP TPR C-TPR NK LNTH [6098-0940],"$7,760.00"
Cooper Service Area,IMPLANT STM 25X110MM SZ 5 132D NK ANG HP [6051-0525S],"$11,155.00"
Cooper Service Area,IMPLANT STM 8X28MM TI STR RDL STRL [04.402.008S],"$9,459.83"
Cooper Service Area,IMPLANT STM UNV SZ 75 10MM FLUT [867410],"$7,527.20"
Cooper Service Area,IMPLANT STR 16MMX160MM LEGION CMNTD STEM [71424208],"$9,611.63"
Cooper Service Area,IMPLANT SUBTALAR PROSTOP ARTHROERESIS [AR-4207-12],"$7,250.75"
Cooper Service Area,IMPLANT SURFACE SZ E F 10MM NEXGEN LPS ARTICULAR [00596204010],"$3,637.50"
Cooper Service Area,IMPLANT SYN BN ETEX GAMMA 5ML BSM [76-6005],"$6,547.50"
Cooper Service Area,IMPLANT SYS 1.5 4MM LT DIST AUG PFC KN [96-0800],"$4,816.05"
Cooper Service Area,IMPLANT SYS 1.5 4MM POST AUG PFC KN [96-0806],"$4,816.05"
Cooper Service Area,IMPLANT SYS 1.5 8MM LT DIST AUG PFC KN [96-0802],"$4,816.05"
Cooper Service Area,IMPLANT SYS CLMN BTRS RT POST LT ANT TNTLM TRB MTL REV [00489440000],"$12,125.00"
Cooper Service Area,IMPLANT SYS CPR MN SCORPION DX  [AR-8690DS],"$5,310.75"
Cooper Service Area,IMPLANT SYS HP 7MM FEM ECHO FX  [12-151307],"$7,760.00"
Cooper Service Area,IMPLANT SYS LNGVT HI XLNK PE REV SHL LINR CMNTD 10D 36MM [7110-58-36],"$8,390.50"
Cooper Service Area,IMPLANT SYS PLAT RVRS TY 0MM THK LOW 1.5 FLX SHLDR [DWF510],"$6,790.00"
Cooper Service Area,IMPLANT SYS RVRS 36X6MM FLX SHLDR [DWF361B],"$3,880.00"
Cooper Service Area,IMPLANT SYS SZ 21MM +0 V40 RSTR MOD HP [6276-1-121],"$18,209.33"
Cooper Service Area,IMPLANT SYS SZ 23MM HT +30 TPR V40 RSTR MOD HP [6276-1-323],"$18,209.33"
Cooper Service Area,IMPLANT SZ 13/15 10MM HT CMNTD REV/CALCAR BLCK W/ 2 SCR [00787100110],"$1,867.25"
Cooper Service Area,IMPLANT SZ 2 13X10X12 F/ LSSR MTRSL HD IMPL [LMH-0002],"$19,380.60"
Cooper Service Area,IMPLANT SZ 2.5 20MM PFC TIB FIXD BRNG STAB PLUS [96-2724],"$10,006.04"
Cooper Service Area,IMPLANT SZ 25MM HT +10 TPR V40 RSTR MOD HP SYS STM [6276-1-125],"$18,209.33"
Cooper Service Area,IMPLANT SZ 26MM OFFST +0 C-TPR LFIT HD LW FRICTION ION TX [06-2600],"$2,182.50"
Cooper Service Area,IMPLANT SZ 26MM OFFST +7.5 C-TPR HD +7.5 OFST LFIT HD [S-1400-HH64],"$2,182.50"
Cooper Service Area,IMPLANT SZ 4 4MM POST AUG CMB CMNTD PFC SIGMA [960886],"$4,816.05"
Cooper Service Area,IMPLANT SZ 4 4MM RT DIST AUG PFC SIGMA [960881],"$4,816.05"
Cooper Service Area,IMPLANT SZ 4 LT LUGGED CMNTD FEM POST STAB [1960-64-500],"$5,335.00"
Cooper Service Area,IMPLANT SZ 44 +7 LT STEPTECH APG PREMIERON XLNK PE CMNTD [1130-44-997],"$26,117.25"
Cooper Service Area,IMPLANT SZ 5 14MM ATTUNE TIB FIXD BRNG POST STD [1516-40-514],"$4,001.25"
Cooper Service Area,IMPLANT SZ 5 RT CR FEM CMPNT  [71421225],"$22,462.78"
Cooper Service Area,IMPLANT SZ 5 TIB CMPNT PRECT LT MDL/RT LAT [00584200501],"$4,365.00"
Cooper Service Area,IMPLANT SZ 56MM TIB FIXD BRNG CR ATTUNE [1516-20-506],"$4,001.25"
Cooper Service Area,IMPLANT SZ 6 10MM ATTUNE TIB FIXD BRNG CR [1516-20-610],"$4,001.25"
Cooper Service Area,IMPLANT SZ 6 5MM TIB ROT PLAT POST STAB [151650605],"$4,001.25"
Cooper Service Area,IMPLANT SZ 6 RT CMNTD ATTUNE FEM CR [1504-00-206],"$9,215.00"
Cooper Service Area,IMPLANT SZ 7 LT CMNTD ATTUNE FEM POST STAB [150410107],"$9,215.00"
Cooper Service Area,IMPLANT SZ 7 LT POST STAB LEGION OXINIUM FEM CMPNT [71421217],"$22,462.78"
Cooper Service Area,IMPLANT SZ 7 RT POST STAB LEGION [71421207],"$22,462.78"
Cooper Service Area,IMPLANT SZ 9 6MM TIB FIXD BRNG POST STAB ATTUNE [1516-40-906],"$4,001.25"
Cooper Service Area,IMPLANT SZ 9 RT CMNTD FEM POST STAB ATTUNE [1504-10-209],"$9,215.00"
Cooper Service Area,IMPLANT SZ B ARCOS BROACHED PROX BODY TAPER 1 [11-301102],"$30,436.18"
Cooper Service Area,IMPLANT SZ B STD OFST 70MM ARCOS MOD REV SYS POR COAT [11-301322],"$32,196.73"
Cooper Service Area,IMPLANT SZ E F 14MM ARTICULR SRFC HT LPS-FLX [00596403214],"$3,637.50"
Cooper Service Area,IMPLANT SZ E F 14MM KN POST STAB HT LPS-FLX [00596404014],"$3,637.50"
Cooper Service Area,IMPLANT SZ E F 20MM HT LPS-FLX ARTCSURF USE W/ PLT 5&6 [00596404020],"$3,637.50"
Cooper Service Area,IMPLANT SZ E F 20MM XLNK PE LPS FLX ARTICULR SRFC [00596203220],"$3,637.50"
Cooper Service Area,IMPLANT SZ E FEM CMPNT HI FLEX PRECT LT MDL/RT LAT [00584201501],"$8,245.00"
Cooper Service Area,IMPLANT SZ MD 41X34MM 25MM TRB MTL TIB CONE [00545001341],"$20,299.68"
Cooper Service Area,IMPLANT SZ S 33MM THNKS 9MM TRIATHLON TRITANIUM SYMMETRIC [5556-L-339],"$2,667.50"
Cooper Service Area,IMPLANT SZ STRIPED GRN G 14MM NEXGEN COMPL KNEE SOL LEGACY [00599404214],"$11,416.90"
Cooper Service Area,IMPLANT TANDEM BP 28 X 47MM COCR [71322047],"$7,278.30"
Cooper Service Area,IMPLANT TC3 SZ 4 22.5MM GVF TIB ROT PLATFORM SIGMA [96-2356],"$13,376.06"
Cooper Service Area,IMPLANT TENDON ACHILLES W/O BN  [1085-14],"$5,262.93"
Cooper Service Area,IMPLANT TESTICULAR PROS LRG 1.654 X 1457 W/1.6CM PAD DIA [96-450-1329],"$8,487.50"
Cooper Service Area,IMPLANT TIB 14 X 63/67 BEARING VANGUARD DCM PS [183624],"$3,637.50"
Cooper Service Area,IMPLANT TIB BL PRE SZ 3.5 2SCR NEXGEN COMPLETE KNEE SOL [00598800326],"$5,308.33"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X10MM VANGUARD [VE183620],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X11MM VANGUARD [VE183621],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X12MM VANGUARD [VE183622],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X13MM VANGUARD [VE183623],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X14MM VANGUARD [VE183624],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X16MM VANGUARD [VE183626],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 63/67X18MM VANGUARD [VE183628],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X10MM VANGUARD [VE183640],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X12MM VANGUARD [VE183642],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X13MM VANGUARD [VE183643],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X14MM VANGUARD [VE183644],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X16MM VANGUARD [VE183646],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 71/75X18MM VANGUARD [VE183648],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS 79/83X14MM VANGUARD [VE183664],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS+ 63/67X10MM VANGUARD [VE183720],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS+ 63/67X16MM VANGUARD [VE183726],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS+ 63/67X18MM VANGUARD [VE183728],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS+ 71/75X14MM VANGUARD [VE183744],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRG PS+ 79/83X16MM VANGUARD [VE183766],"$9,991.00"
Cooper Service Area,IMPLANT TIB BRNG RDC SZ 3CM RT ORTH SALVAGE SYS [161005],"$29,100.00"
Cooper Service Area,IMPLANT TIB BRNG RT MD 4MM THK ANTM MNSCL OXFORD [159576],"$5,335.00"
Cooper Service Area,IMPLANT TIB PROX 9CM  [151819],"$24,250.00"
Cooper Service Area,IMPLANT TIB QD MOD 63MM  [CP0001407],"$36,375.00"
Cooper Service Area,IMPLANT TIB ROT PLAT SZ 5 15MM TC3 GVF [96-2363],"$13,376.06"
Cooper Service Area,IMPLANT TIB STEM 15X30MM 4/5/6 CMNTD [866403],"$4,777.25"
Cooper Service Area,IMPLANT TIB SZ 5 10MM THK NEXGEN CMPLT KN SOL TRB MTL [00544800537],"$9,362.93"
Cooper Service Area,IMPLANT TIB SZ 5 15MM THK NEXGEN CMPLT KN SOL TRB MTL [00544800528],"$9,923.10"
Cooper Service Area,IMPLANT TIB SZ B RT MDL TY CMNTD OXFORD [154721],"$5,335.00"
Cooper Service Area,IMPLANT TIB SZ C RT MDL TRY  [154722],"$5,335.00"
Cooper Service Area,IMPLANT TIB TRAY ROT PLTFRM MBT REV SZ 1.5 CMNTD [1294-35-115],"$23,697.10"
Cooper Service Area,IMPLANT TIGHTROPE ABS  [AR-1588TN],$892.40
Cooper Service Area,IMPLANT TIGHTROPE ABS OPEN  [AR-1588TN-1],$940.90
Cooper Service Area,IMPLANT TIGHTROPE SYNDESMOSIS REPAIR [AR-8926T],"$4,268.00"
Cooper Service Area,IMPLANT TPR 3.4X15MM 3.0 PLAT INTNL [TLX3415],"$1,073.79"
Cooper Service Area,IMPLANT TPR 3.8X12MM 3.5 PLAT INTRNL [TLX3812],"$1,015.59"
Cooper Service Area,IMPLANT TPR FEM HD OD 28MM UNV  [6519-1-028],"$4,122.50"
Cooper Service Area,IMPLANT TPR INTNL RBT LSR LCK  [TLR3812],"$1,073.79"
Cooper Service Area,IMPLANT TRANS URETHRAL OBTURATOR SUPPORT SYSTEM [BRD400HK],"$4,343.18"
Cooper Service Area,IMPLANT TRAY 360 TIB W/ TI LCKNG BAR & SCR 75MM [185204],"$12,590.60"
Cooper Service Area,IMPLANT TRAY THK RVRS +0MM ECC CENTERED [DWF500],"$6,790.00"
Cooper Service Area,IMPLANT TRIATHLON SZ B RM/LL TI TIB ASYMMETRIC CONE AUG [5549-A-222],"$20,803.83"
Cooper Service Area,IMPLANT TRIATHLON SZ E LM/RL TI TIB ASYMMETRIC CONE AUG [5549-A-251],"$20,803.83"
Cooper Service Area,IMPLANT TRIDENT 0 DEG SZ D CONSTRNED INSERT ACETABULR [690-00-22D],"$12,835.53"
Cooper Service Area,IMPLANT TRIDENT X3 0DEG 32MM FPE [623-00-32F],"$4,365.00"
Cooper Service Area,IMPLANT TRIDENT X3 0DEG 36MM F PE [623-00-36F],"$4,365.00"
Cooper Service Area,IMPLANT TROCH CLAW  [11-302102],"$4,694.80"
Cooper Service Area,IMPLANT TRUMATCH MDFC/MNDB TI 3D PRNT IMPL/MDFC/SM [SD980.106],"$53,350.00"
Cooper Service Area,IMPLANT TVT OBTURATOR SYSTEM  [810081],"$6,291.42"
Cooper Service Area,IMPLANT TX 4.5X17MM  [24955],"$1,624.75"
Cooper Service Area,IMPLANT ULN CMPNT XS RT 3IN PLSMA [32810504302],"$21,730.43"
Cooper Service Area,IMPLANT ULNA CMPNT SZ STD RT MOD ELBW [5005-U-100R],"$11,548.29"
Cooper Service Area,IMPLANT UNCMNTD SZ A 60MM STD CONE PROX BD POR PLSM [11-301301],"$32,196.73"
Cooper Service Area,IMPLANT UNIV STEM 75X20MM  [867419],"$7,527.20"
Cooper Service Area,IMPLANT VANGUARD 55MM PS OPEN BX FEM LT INTERLOK [183120],"$9,215.00"
Cooper Service Area,IMPLANT VANGUARD SSK360/DA360 KN SYS FEM L W/ SCR 60MM [185282],"$32,276.75"
Cooper Service Area,IMPLANT WING TIB CR LRG  [185651],"$3,547.78"
Cooper Service Area,IMPLANT XS CANN PHALINX  [45301001],"$3,894.55"
Cooper Service Area,IMPLANT XXSM 18MM TIB HNG UNV LPS [1987-27-018],"$19,446.08"
